"Species","AphiaID","functional_group"
"Cirriformia tentaculata",129964,NA
"Tintinnopsis tubulosoides",417157,NA
"Levanderina fissa",840689,"plankton > microplankton; plankton > mixoplankton > Constitutive Mixoplankton; benthos > microbenthos"
"Protoperidinium depressum",110217,"plankton > microplankton; plankton > zooplankton; plankton > phytoplankton"
"Prionospio kirrae",331133,NA
"Spiniferites ramosus",668481,NA
"Thalassiosira aestivalis",345529,NA
"Strombidinopsis acuminata",101350,NA
"Fulvia(Metazoa) mutica",NA,NA
"Lophosiphonia teges",1359371,NA
"Acartia negligens",104259,NA
"Hyalopale zerofskii",1378158,NA
"Pseudendoclonium arthopyreniae",NA,NA
"Aglaophenia pluma",117283,NA
"Scopalina lophyropoda",132557,"benthos > macrobenthos"
"Eumida sanguinea",130644,"benthos > macrobenthos"
"Chytriodinium roseum",547713,NA
"Phycodrys rubens",144773,NA
"Thalassiosira punctigera",148936,"plankton > phytoplankton"
"Molgula complanata",103776,NA
"Corallina officinalis",145108,NA
"Chloroparvula pacifica",1361158,NA
"Chelonicola caribeana",NA,NA
"Spirorbis tridentatus",NA,NA
"Paralia sulcata",149055,"benthos; plankton > phytoplankton"
"Halisarca dujardini",NA,NA
"Synedra fragilarioides",840520,NA
"Chaetoceros teres",149125,"plankton > phytoplankton"
"Trizoma brandti",NA,NA
"Nucula nitidosa",140589,NA
"Parvamoeba rugata",120633,NA
"Nannochloropsis limnetica",NA,NA
"Tausonia pullulans",NA,NA
"Fibrocapsa japonica",233761,"plankton > mixoplankton > Constitutive Mixoplankton"
"Tachidius discipes",157725,NA
"Amphibalanus improvisus",421139,NA
"Polydora cornuta",131143,"benthos > macrobenthos"
"Calma gobioophaga",181241,NA
"Chaetoceros socialis",149123,"plankton > phytoplankton"
"Alitta succinea",234850,"benthos > macrobenthos"
"Attheya longicornis",464444,"plankton > phytoplankton"
"Skeletonema pseudocostatum",375916,"plankton > phytoplankton"
"Filobasidium floriforme",NA,NA
"Rhodotorula mucilaginosa",987149,NA
"Octactis speculum",1310442,"plankton > phytoplankton"
"uncultured diatom",NA,NA
"Skeletonema potamos",163390,"plankton > phytoplankton"
"Phaeocystis globosa",160538,"plankton > mixoplankton > Constitutive Mixoplankton; plankton > phytoplankton"
"Thalassiosira profunda",577742,"plankton > phytoplankton"
"Nitophyllum punctatum",144770,NA
"Ascidia ahodori",249965,NA
"Clausocalanus arcuicornis",104502,NA
"Oncaea scottodicarloi",128950,NA
"Asterionellopsis thurstonii",1669590,NA
"Oithona plumifera",NA,NA
"Chthamalus montagui",106230,NA
"Temora stylifera",104879,NA
"Orthopyxis everta",117392,NA
"Paracalanus quasimodo",354162,NA
"Sundstroemia setigera",1590706,"benthos; plankton > phytoplankton"
"Synchaeta baltica",135047,NA
"Sulcospira paludiformis",NA,NA
"Centropages hamatus",104496,NA
"Litoditis marina",760681,"benthos > meiobenthos"
"Marenzelleria neglecta",181523,"benthos > macrobenthos"
"Ahnfeltia plicata",144422,NA
"Ahnfeltia borealis",707829,NA
"Acartia margalefi",104258,NA
"Campanularia hincksii",117364,NA
"Paracalanus nanus",104684,NA
"Nemalecium lighti",290449,NA
"Naineris setosa",334062,NA
"Agalma elegans",135484,"plankton > megaplankton; plankton > zooplankton"
"Holothuria sanctori",241357,NA
"Trichogloeopsis pedicellata",145766,NA
"Pterocladiella melanoidea",145600,NA
"Branchiomma boholense",130877,NA
"Pseudonereis anomala",130421,NA
"Oncaea mediterranea",128939,NA
"Liagora nesophila",1369788,NA
"Palisada tenerrima",834118,NA
"Herposiphonia pecten-veneris",373128,NA
"Gloiocallis dendroidea",840185,NA
"Solmundella bitentaculata",117267,"plankton > zooplankton"
"Hymeniacidon perlevis",132663,"benthos > macrobenthos; benthos > megabenthos"
"Subadyte pellucida",130833,NA
"Pseudochattonella verruculosa",531446,"plankton > phytoplankton"
"Oithona nana",106651,NA
"Nannocalanus minor",104469,NA
"Pseudo-nitzschia pseudodelicatissima",156548,"plankton > phytoplankton"
"Aurelia coerulea",292506,NA
"Pseudopolydora paucibranchiata",131168,"benthos > macrobenthos"
"Synchaeta triophthalma",135066,NA
"Bugula neritina",111158,NA
"Obelia dichotoma",117386,NA
"Pleopis polyphemoides",247981,"plankton > zooplankton; plankton > mesoplankton"
"Bittium reticulatum",139054,NA
"Paracartia grani",104264,NA
"Chiton olivaceus",NA,NA
"Haliclona cinerea",231816,NA
"Scolelepis mesnili",131176,NA
"Stypopodium schimperi",145391,NA
"Dasya collinsiana",374974,NA
"Lophocladia trichoclados",144836,NA
"Eurythoe complanata",129829,"benthos > macrobenthos"
"Jania pedunculata",501657,NA
"Spurilla neapolitana",138722,NA
"Phorbas bihamiger",169314,NA
"uncultured Corallinales",NA,NA
"Watersipora subtorquata",111592,NA
"Patella rustica",140683,NA
"Actinostella flosculifera",289355,NA
"Gastroclonium reflexum",145811,NA
"Myrianida pachycera",334043,NA
"Acanthonyx lunulatus",107312,NA
"Pseudopolydora floridensis",598854,NA
"Chondracanthus acicularis",145623,NA
"Spermatochnus paradoxus",145008,NA
"Acrochaetium catenulatum",144334,NA
"Liagora viscida",145764,NA
"Gelidium crinale",145580,NA
"Grateloupia turuturu",295880,NA
"Biuve fulvipunctata",1055233,NA
"Hydrobius fuscipes",NA,NA
"Cladosporium sphaerospermum",1415544,NA
"Dendropoma petraeum",141938,NA
"Herposiphonia secunda",214222,NA
"Lissodendoryx carolinensis",192322,NA
"Trithemis kirbyi",NA,NA
"Bigelowiella natans",376277,NA
"Laurencia microcladia",144825,NA
"Cornularia cornucopiae",125423,NA
"Tedania ignis",404078,NA
"Helminthocladia australis",213783,NA
"Herposiphonia akidoglossa",214217,NA
"Tethya citrina",134312,"benthos > macrobenthos"
"Anacaena lutescens",NA,NA
"Syllis crassicirrata",852359,NA
"Phoronis hippocrepia",128548,"benthos > macrobenthos"
"Centropages ponticus",104498,NA
"Oltmannsiellopsis viridis",526636,NA
"Perforatus perforatus",535477,NA
"Duvaucelia manicata",1473657,NA
"Leiochone leiopygos",559007,NA
"Nemastoma dichotomum",145642,NA
"Heliconoides inflatus",605965,NA
"Sphyraena viridensis",127069,NA
"Odontosyllis gibba",131328,"benthos > macrobenthos"
"Clausocalanus mastigophorus",104506,NA
"Pista colini",1339816,NA
"Clausocalanus paululus",104508,NA
"Phylo foetida",130528,NA
"Clausocalanus lividus",104505,NA
"Holothuria mammata",732359,NA
"Seinura italiensis",NA,NA
"Zanclea giancarloi",231662,NA
"Loensia variegata",NA,NA
"Amphinema rugosum",117781,NA
"Jujubinus gravinae",141808,NA
"Laccobius striatulus",NA,NA
"Doto cervicenigra",139628,NA
"Bougainvillia muscus",117328,NA
"Anteaeolidiella lurana",730437,NA
"Triconia minuta",128960,NA
"Edmundsella pedata",1047602,NA
"Ectopsocus briggsi",NA,NA
"Cobitis atlantica",NA,NA
"Tanytarsus signatus",NA,NA
"Ectopleura wrighti",117986,NA
"Tenellia adspersa",141639,NA
"Pandeopsis ikarii",288354,NA
"Crematogaster scutellaris",NA,NA
"Olpidiopsis feldmanni",172204,NA
"Pseudevadne tergestina",106278,"plankton > zooplankton; plankton > mesoplankton"
"Nototeredo knoxi",420994,NA
"Caecum trachea",138957,NA
"Corambe obscura",139407,NA
"Austrominius modestus",712167,NA
"Halichondria panicea",132627,NA
"Nephtys assimilis",130353,NA
"Trieres regia",839996,"benthos; plankton > phytoplankton"
"Lithodesmium undulatum",149322,"benthos; plankton > phytoplankton"
"Phoronis pallida",128551,"benthos > macrobenthos"
"Odontella aurita",149050,"benthos; plankton > phytoplankton"
"Nemopsis bachei",117348,NA
"Mnemiopsis leidyi",106401,"plankton > macroplankton; plankton > zooplankton"
"Stephanopyxis turris",149631,"plankton > phytoplankton"
"Thalassiosira nordenskioeldii",148931,"plankton > phytoplankton"
"Harpacticus flexus",116168,NA
"Mulinia lateralis",156870,NA
"Pseudo-nitzschia pungens",160528,"plankton > phytoplankton"
"Pseudo-nitzschia delicatissima",149153,"plankton > phytoplankton"
"Magelona johnstoni",130269,NA
"Lanice conchilega",131495,"benthos > macrobenthos; benthos > megabenthos"
"Eunereis longissima",130375,"benthos > macrobenthos; benthos > megabenthos"
"Pseudo-nitzschia americana",478556,"plankton > phytoplankton"
"Thalassionema nitzschioides",149093,"benthos; plankton > phytoplankton"
"Skeletonema japonicum",376666,NA
"Pseudo-nitzschia multistriata",246608,NA
"Chattonella marina",233780,NA
"Coscinodiscus granii",149271,"plankton > phytoplankton"
"Thalassiosira rotula",148942,"plankton > phytoplankton"
"Eucheilota maculata",117535,NA
"Synchaeta vorax",135067,NA
"Skeletonema dohrnii",489112,"plankton > phytoplankton"
"Jassa marmorata",102433,"benthos > macrobenthos"
"Gelidium vagum",372129,NA
"Podosira stelligera",149060,"benthos; plankton > phytoplankton"
"Thalestris longimana",116619,NA
"Aulacoseira ambigua",NA,NA
"Discostella angainor",NA,NA
"Navicula ramosissima",149643,"benthos"
"Bryocladia subtilissima",NA,NA
"Melosira varians",NA,NA
"Amphiura filiformis",125080,NA
"Oncaea waldemari",360846,NA
"Dynamena pumila",117888,NA
"Leuckartiara octona",117791,NA
"Clione limacina",139178,NA
"Tricellaria inopinata",111254,NA
"Oithona similis",106656,NA
"Aglantha digitale",117849,NA
"Myrianida edwarsi",238194,"benthos > macrobenthos"
"Amphiura chiajei",125073,NA
"Ophiocten affinis",124850,NA
"Metridium senile",100982,NA
"Ophiura albida",124913,NA
"Dodecaceria concharum",129967,NA
"Schizoporella japonica",470388,NA
"Philine denticulata",140750,NA
"Sagartiogeton laceratus",100999,NA
"Pseudo-nitzschia plurisecta",832129,NA
"Parasagitta setosa",105443,"plankton > zooplankton; plankton > macroplankton"
"Polycera quadrilineata",140838,NA
"Clava multicornis",117426,NA
"Brissopsis lyrifera",124373,NA
"Mactra stultorum",140299,NA
"Acartia hudsonica",157664,NA
"Hubrechtella dubia",122607,NA
"Penilia avirostris",106272,"plankton > zooplankton; plankton > mesoplankton"
"Haminella solitaria",1342053,NA
"Verruca stroemia",106257,NA
"Acartia longiremis",104257,NA
"Pholoe baltica",130599,NA
"Dictyosiphon ekmanii",145321,NA
"Pylaiella washingtoniensis",373984,NA
"Dictyosiphon foeniculaceus",145322,NA
"Cauloramphus magnus",469300,NA
"Onoba semicostata",141320,NA
"Pseudo-nitzschia cuspidata",370512,NA
"Pseudo-nitzschia abrensis",832130,NA
"Clausocalanus pergens",104509,NA
"Ophiocomina nigra",125027,NA
"Eumida fauchaldi",1591960,NA
"Pseudostephanoeca paucicostata",NA,NA
"Paracalanus indicus",104683,NA
"Halopteris diaphana",117632,NA
"Zygomolgus dentatus",362388,NA
"Favorinus branchialis",139940,NA
"Nitzschia longissima",149150,"plankton > phytoplankton"
"Akera bullata",138734,NA
"Neanthes nubila",334102,NA
"Scolelepis squamata",131177,NA
"Eulalia ornata",130632,"benthos > macrobenthos"
"Sabellaria alveolata",130866,NA
"Haminoea orteai",140077,NA
"Rocellaria dubia",505249,NA
"Podocorynoides minima",284874,NA
"Sabellaria spinulosa",130867,NA
"Peyssonnelia rubra",145287,NA
"Nanomia bijuga",135495,"plankton > macroplankton; plankton > zooplankton"
"Glycera fallax",336908,NA
"Navicula avium",1288239,NA
"Microcosmus squamiger",236666,NA
"Clanculus cruciatus",141772,NA
"Bifurcaria bifurcata",145503,NA
"Phyllodoce madeirensis",130677,NA
"Prionospio fallax",131157,NA
"Terebella lapidaria",131542,NA
"Chamelea striatula",141908,NA
"Spio decorata",152314,NA
"Eumida merope",564487,NA
"Xantho poressa",107442,NA
"Malacoceros fuliginosus",131131,"benthos > macrobenthos"
"Neobrightwellia alternans",NA,NA
"Jorunna tomentosa",140166,NA
"Celleporella hyalina",111397,NA
"Asterionellopsis lenisilicea",NA,NA
"Jassa pusilla",102437,"benthos > macrobenthos"
"Steromphala cineraria",1039839,NA
"Dendrodoa grossularia",103882,NA
"Bombus terrestris",NA,NA
"Ectocarpus fasciculatus",NA,NA
"Metriocnemus albolineatus",NA,NA
"Mastocarpus stellatus",145650,NA
"Paralemanea annulata",NA,NA
"Paramoeba pemaquidensis",120624,NA
"Vannella simplex",120663,NA
"Oscarella balibaloi",564911,NA
"Amphilectus fucorum",150225,"benthos > macrobenthos; benthos > megabenthos"
"Phymatolithon lenormandii",145202,NA
"Cyclostephanos dubius",NA,NA
"uncultured eukaryote",NA,NA
"Syltodinium listii",110283,"plankton > microplankton"
"uncultured Chrysophyceae",NA,NA
"Ceramium diaphanum",144546,NA
"Pylaiella littoralis",157188,NA
"uncultured Cercozoa",NA,NA
"uncultured stramenopile",NA,NA
"uncultured metazoan",NA,NA
"uncultured Tintinnida",NA,NA
"uncultured Cryptophyta",NA,NA
"uncultured Oomycota",NA,NA
"uncultured fungus",NA,NA
"Paraplanocera oligoglena",483655,NA
"uncultured ciliate",NA,NA
"Sourniaea diacantha",1760858,"plankton > microplankton; plankton > phytoplankton"
"Oncorhynchus kisutch",127184,NA
"uncultured Cryptomycota",NA,NA
"uncultured Perkinsea",NA,NA
"uncultured Pedinophyceae",NA,NA
"Mucochytrium quahogii",NA,NA
"uncultured Syndiniales",NA,NA
"uncultured dinoflagellate",NA,NA
"Plagioselmis prolonga",106303,NA
"Gyrodinium jinhaense",1780432,NA
"Hydractinia symbiolongicarpus",284904,NA
"uncultured labyrinthulid",NA,NA
"Pseudendoclonium incrustans",NA,NA
"uncultured Anteholosticha",NA,NA
"Acineta flava",NA,NA
"Enoplolaimus attenuatus",121850,"benthos > meiobenthos"
"Caloneis amphisbaena",149489,"plankton > phytoplankton"
"uncultured alveolate",NA,NA
"Metadesmolaimus aduncus",121569,"benthos > meiobenthos"
"uncultured Rhizophydiales",NA,NA
"Halichaetonotus paradoxus",114520,NA
"Nitzschia capitellata",NA,NA
"Myxophyllum magnum",427077,NA
"uncultured Amoebophrya",NA,NA
"Melosira dubia",149243,"plankton > phytoplankton"
"Licmophora abbreviata",157062,"benthos; plankton > phytoplankton"
"Peyssonnelia dubyi",145278,NA
"Myrmekioderma granulatum",166018,"benthos > megabenthos; benthos > macrobenthos"
"Aegyriana oliva",427205,NA
"Fragilidium mexicanum",573696,"plankton > mixoplankton > Constitutive Mixoplankton; plankton > phytoplankton"
"Vermiliopsis striaticeps",131061,NA
"uncultured prasinophyte",NA,NA
"Peyssonnelia rosenvingei",374814,NA
"uncultured Mamiellales",NA,NA
"Navicula perminuta",172731,"benthos"
"Bacillaria paxillifer",149149,NA
"Amphidinium fijiensis",NA,NA
"Anisolpidium rosenvingei",172252,NA
"Monorhizochytrium globosum",NA,NA
"Spinosphaera hutchingsae",332039,NA
"uncultured Apusozoa",NA,NA
"Blidingia minima",145950,NA
"Desmochloris halophila",577660,NA
"Leucosolenia variabilis",132233,NA
"Dysteria derouxi",388764,NA
"Nitzschia frigida",175400,"plankton > phytoplankton"
"Kirchenpaueria pinnata",117674,NA
"Pyramimonas formosa",NA,NA
"Diophrys oligothrix",341638,NA
"Euduboscquella triangula",NA,NA
"Glauconema trihymene",427062,NA
"Acineta tuberosa",172366,"benthos > microbenthos"
"Salvatoria limbata",195989,"benthos > macrobenthos; benthos > meiobenthos"
"uncultured Rhizaria",NA,NA
"uncultured Pyramimonadales",NA,NA
"Chroomonas debatzensis",NA,NA
"Amphicorina ascidicola",598903,NA
"uncultured Porifera",NA,NA
"Nitzschia amabilis",577636,"benthos"
"Spiniferites mirabilis",NA,NA
"Hesionura elongata",130649,"benthos > macrobenthos"
"Rhaphoneis amphiceros",149066,"benthos; plankton > phytoplankton"
"Actinocyclus curvatulus",345847,"benthos"
"Ephelota truncata",427253,NA
"Edaphochloris andreyevii",NA,NA
"Paraphysomonas hebetispina",NA,NA
"uncultured Fragilariophycidae",NA,NA
"Tripos macroceros",841260,"plankton > microplankton; plankton > phytoplankton"
"Chaetoceros throndsenii",163137,"plankton > phytoplankton"
"Antetintinnidium mucicola",1800184,NA
"uncultured Phaeophyceae",NA,NA
"Pseudendoclonium fucicola",156368,NA
"Aegilops tauschii",NA,NA
"Fallopia convolvulus",NA,NA
"uncultured Plasmodiophoridae",NA,NA
"uncultured Strombidiidae",NA,NA
"Chaetoceros willei",156625,"plankton > phytoplankton"
"uncultured Gyrodinium",NA,NA
"Symsagittifera roscoffensis",484585,NA
"Zoothamnium apoarbuscula",NA,NA
"Paraphysomonas foraminifera",428752,NA
"Apoglossum ruscifolium",144737,NA
"Crisia denticulata",111695,NA
"Ataxiodinium choanum",632674,NA
"uncultured chlorarachniophyte",NA,NA
"Ercolania felina",494665,NA
"Fulvia mutica",605735,NA
"uncultured Chlorophyta",NA,NA
"Merlangius merlangus",126438,NA
"Chelon labrosus",126977,NA
"Coris atlantica",273547,NA
"Trachurus trachurus",126822,NA
"Rhamdia cf. jequitinhonha NS 3056B",NA,NA
"Parablennius marmoreus",159609,NA
"Ammodytes tobianus",126752,NA
"Zoarces viviparus",127123,NA
"Microchirus variegatus",274304,NA
"Apogonichthyoides niger",475088,NA
"Atherinomorus forskalii",761426,NA
"Sparisoma cretense",231441,NA
"Raja asterias",105881,NA
"Bothus maculiferus",274188,NA
"Dasyatis tortonesei",105852,NA
"Pagrus major",273976,NA
"Lepadogaster purpurea",126519,NA
"Synodus saurus",126372,NA
"Sphyraena pinguis",273985,NA
"Blenniidae sp. CBM DNA No. 2017-616",NA,NA
"Mullus barbatus",126985,NA
"Maurolicus muelleri",127312,NA
"Chlorophthalmus sp. AC-2023",NA,NA
"Helicolenus dactylopterus",127251,NA
"Lepidotrigla guentheri",274892,NA
"Hymenocephalus italicus",158961,NA
"Sprattus sprattus",126425,NA
"Pollachius virens",126441,NA
"Rhodeus amarus",NA,NA
"Arnoglossus laterna",127126,NA
"Labrus bergylta",126965,NA
"Microstomus kitt",127140,NA
"Oncorhynchus mykiss",127185,NA
"Arnoglossus imperialis",127124,NA
"Sarda sarda",127021,NA
"Thunnus orientalis",273823,NA
"Alosa sapidissima",158670,NA
"Gymnura altavela",105856,NA
"Caradrina fergana",NA,NA
"Chrysochromulina throndsenii",619023,NA
"Cyanea capillata",135301,"plankton > megaplankton; benthos; plankton > zooplankton"
"Corallina caespitosa",596430,NA
"Isochrysis galbana",573884,"plankton > mixoplankton > Constitutive Mixoplankton"
"Caulacanthus ustulatus",145606,NA
"Berkeleya fennica",NA,NA
"Sphaeronectes irregularis",135478,NA
"Rhizosolenia setigera",149115,"benthos; plankton > phytoplankton"
"Marenzelleria viridis",131135,"benthos > macrobenthos"
"Hemiselmis tepida",623452,NA
"Sphaeronectes koellikeri",152189,"plankton > macroplankton; plankton > zooplankton"
"Lophosiphonia obscura",146367,NA
"Tesseropora rapax",882227,NA
"Acartia clausi",104251,NA
"Synchaeta grimpei",135053,NA
"Lagis koreni",152367,NA
"Syllidia armata",130198,NA
"Magelona minuta",130270,NA
"Rhyssoplax olivacea",1392276,NA
"Dasysiphonia collinsiana",NA,NA
"Polycirrus aurantiacus",131525,"benthos > macrobenthos"
"Haliclystus inabai",880519,NA
"Chrysymenia ventricosa",145845,NA
"Alicia mirabilis",100862,NA
"Jania longifurca",145127,NA
"Callyspongia aculeata",NA,NA
"Euterpina acutifrons",116162,NA
"Gibbula adansonii",141777,NA
"Amphiroa beauvoisii",145097,NA
"Malassezia globosa",NA,NA
"Chrysochromulina parva",NA,NA
"Herposiphonia secunda f. tenella",382517,NA
"Cervera atlantica",125422,NA
"Bipolaris sorokiniana",NA,NA
"Proselachista taeniiformis",495109,NA
"Pilumnus spinulosus",1394457,NA
"Chattonella subsalsa",246590,"plankton > mixoplankton > Constitutive Mixoplankton"
"Skeletonema menzellii",NA,NA
"Oncaea venusta",128954,NA
"Habrophlebia fusca",NA,NA
"Cladonia grayi",NA,NA
"Bonellia viridis",110363,NA
"Margaretta cereoides",111409,NA
"Obelia hyalina",418899,NA
"Ostrea stentina",489077,NA
"Coscinodiscus wailesii",156632,"benthos; plankton > phytoplankton"
"Caradrina wullschlegeli",NA,NA
"Eurytemora carolleeae",564863,NA
"Rissoa parva",141365,NA
"Oithona atlantica",106642,NA
"Saxicavella jeffreysi",140108,NA
"Praxillella affinis",130322,NA
"Calanus helgolandicus",104466,NA
"Pusillina inconspicua",141334,NA
"Apolemia uvaria",135497,"plankton > megaplankton; plankton > zooplankton"
"Paraleptopentacta elongata",1474372,NA
"Doto coronata",139631,NA
"Musculus subpictus",506128,NA
"Chrysochromulina simplex",571659,"plankton > phytoplankton"
"Chrysochromulina camella",573836,"plankton > mixoplankton > Constitutive Mixoplankton"
"Strongylocentrotus droebachiensis",124321,NA
"Ophiura grubei",124919,NA
"Cliona celata",134121,"benthos > macrobenthos; benthos > megabenthos"
"Liriope tetraphylla",117568,"plankton > zooplankton"
"Glycera alba",130116,NA
"Calocalanus contractus",104651,NA
"Atlanta lesueurii",NA,NA
"Hesiospina aurantiaca",333615,NA
"Harpacticus gracilis",116170,NA
"Tetrastemma vermiculus",122806,NA
"Sialis lutaria",NA,NA
"Schizomavella linearis",111099,NA
"Jassa laurieae",1494671,NA
"Laminaria digitata",145724,NA
"Tursiops truncatus",137111,NA
