"Country","Site","BioSample","OTU","n_pcr_positive","n_pcr_total","p_pcr","total_reads"
"Netherlands","Netherlands_6","BGEMIS0502","otu14",3,3,1,33773
"Netherlands","Netherlands_6","BGEMIS0502","otu1625",1,3,0.333333333333333,132
"Netherlands","Netherlands_6","BGEMIS0502","otu194",3,3,1,455
"Netherlands","Netherlands_6","BGEMIS0502","otu196",3,3,1,402
"Netherlands","Netherlands_6","BGEMIS0502","otu237",3,3,1,1187
"Netherlands","Netherlands_6","BGEMIS0502","otu25",3,3,1,69380
"Netherlands","Netherlands_6","BGEMIS0502","otu252",3,3,1,464
"Netherlands","Netherlands_6","BGEMIS0502","otu26",3,3,1,17984
"Netherlands","Netherlands_6","BGEMIS0502","otu274",3,3,1,427
"Netherlands","Netherlands_6","BGEMIS0502","otu44",3,3,1,132650
"Netherlands","Netherlands_6","BGEMIS0502","otu46",3,3,1,2067
"Netherlands","Netherlands_6","BGEMIS0502","otu517",3,3,1,593
"Netherlands","Netherlands_6","BGEMIS0502","otu7",3,3,1,26101
"Netherlands","Netherlands_6","BGEMIS0502","otu90",3,3,1,5714
"Netherlands","Netherlands_6","BGEMIS0502","otu254",3,3,1,2450
"Netherlands","Netherlands_6","BGEMIS0502","otu42",3,3,1,1701
"Netherlands","Netherlands_6","BGEMIS0502","otu17",3,3,1,932
"Netherlands","Netherlands_6","BGEMIS0502","otu200",3,3,1,1526
"Netherlands","Netherlands_6","BGEMIS0502","otu65",3,3,1,1106
"Netherlands","Netherlands_6","BGEMIS0502","otu499",3,3,1,13091
"Netherlands","Netherlands_6","BGEMIS0502","otu1175",3,3,1,2354
"Netherlands","Netherlands_6","BGEMIS0502","otu2288",3,3,1,1341
"Netherlands","Netherlands_6","BGEMIS0502","otu2741",3,3,1,531
"Netherlands","Netherlands_6","BGEMIS0502","otu347",1,3,0.333333333333333,93
"Netherlands","Netherlands_6","BGEMIS0502","otu504",3,3,1,718
"Netherlands","Netherlands_6","BGEMIS0502","otu1152",3,3,1,361
"Netherlands","Netherlands_6","BGEMIS0502","otu2016",3,3,1,618
"Netherlands","Netherlands_6","BGEMIS0512","otu14",3,3,1,26334
"Netherlands","Netherlands_6","BGEMIS0512","otu1625",3,3,1,264
"Netherlands","Netherlands_6","BGEMIS0512","otu194",3,3,1,357
"Netherlands","Netherlands_6","BGEMIS0512","otu196",3,3,1,327
"Netherlands","Netherlands_6","BGEMIS0512","otu232",1,3,0.333333333333333,79
"Netherlands","Netherlands_6","BGEMIS0512","otu237",3,3,1,857
"Netherlands","Netherlands_6","BGEMIS0512","otu25",3,3,1,49630
"Netherlands","Netherlands_6","BGEMIS0512","otu252",3,3,1,358
"Netherlands","Netherlands_6","BGEMIS0512","otu26",3,3,1,11153
"Netherlands","Netherlands_6","BGEMIS0512","otu274",3,3,1,547
"Netherlands","Netherlands_6","BGEMIS0512","otu44",3,3,1,81419
"Netherlands","Netherlands_6","BGEMIS0512","otu46",3,3,1,1627
"Netherlands","Netherlands_6","BGEMIS0512","otu517",3,3,1,522
"Netherlands","Netherlands_6","BGEMIS0512","otu619",3,3,1,290
"Netherlands","Netherlands_6","BGEMIS0512","otu7",3,3,1,18177
"Netherlands","Netherlands_6","BGEMIS0512","otu90",3,3,1,4541
"Netherlands","Netherlands_6","BGEMIS0512","otu942",1,3,0.333333333333333,71
"Netherlands","Netherlands_6","BGEMIS0512","otu254",3,3,1,1772
"Netherlands","Netherlands_6","BGEMIS0512","otu42",3,3,1,1692
"Netherlands","Netherlands_6","BGEMIS0512","otu17",3,3,1,640
"Netherlands","Netherlands_6","BGEMIS0512","otu200",3,3,1,1204
"Netherlands","Netherlands_6","BGEMIS0512","otu247",3,3,1,275
"Netherlands","Netherlands_6","BGEMIS0512","otu65",3,3,1,862
"Netherlands","Netherlands_6","BGEMIS0512","otu78",2,3,0.666666666666667,180
"Netherlands","Netherlands_6","BGEMIS0512","otu499",3,3,1,4951
"Netherlands","Netherlands_6","BGEMIS0512","otu1175",3,3,1,1551
"Netherlands","Netherlands_6","BGEMIS0512","otu2288",3,3,1,928
"Netherlands","Netherlands_6","BGEMIS0512","otu2741",3,3,1,353
"Netherlands","Netherlands_6","BGEMIS0512","otu347",2,3,0.666666666666667,180
"Netherlands","Netherlands_6","BGEMIS0512","otu504",3,3,1,499
"Netherlands","Netherlands_6","BGEMIS0512","otu1152",2,3,0.666666666666667,189
"Netherlands","Netherlands_6","BGEMIS0512","otu2016",3,3,1,548
"Netherlands","Netherlands_4","BGEMIS0504","otu1019",1,3,0.333333333333333,101
"Netherlands","Netherlands_4","BGEMIS0504","otu10272",1,3,0.333333333333333,74
"Netherlands","Netherlands_4","BGEMIS0504","otu104",1,3,0.333333333333333,157
"Netherlands","Netherlands_4","BGEMIS0504","otu1044",2,3,0.666666666666667,239
"Netherlands","Netherlands_4","BGEMIS0504","otu1136",2,3,0.666666666666667,617
"Netherlands","Netherlands_4","BGEMIS0504","otu1166",1,3,0.333333333333333,32
"Netherlands","Netherlands_4","BGEMIS0504","otu119",1,3,0.333333333333333,222
"Netherlands","Netherlands_4","BGEMIS0504","otu1244",1,3,0.333333333333333,111
"Netherlands","Netherlands_4","BGEMIS0504","otu12492",3,3,1,809
"Netherlands","Netherlands_4","BGEMIS0504","otu1288",3,3,1,508
"Netherlands","Netherlands_4","BGEMIS0504","otu13",1,3,0.333333333333333,141
"Netherlands","Netherlands_4","BGEMIS0504","otu1340",3,3,1,10579
"Netherlands","Netherlands_4","BGEMIS0504","otu14",3,3,1,3314
"Netherlands","Netherlands_4","BGEMIS0504","otu146",2,3,0.666666666666667,1035
"Netherlands","Netherlands_4","BGEMIS0504","otu151",1,3,0.333333333333333,597
"Netherlands","Netherlands_4","BGEMIS0504","otu16340",1,3,0.333333333333333,89
"Netherlands","Netherlands_4","BGEMIS0504","otu169",2,3,0.666666666666667,274
"Netherlands","Netherlands_4","BGEMIS0504","otu19",2,3,0.666666666666667,103
"Netherlands","Netherlands_4","BGEMIS0504","otu196",1,3,0.333333333333333,149
"Netherlands","Netherlands_4","BGEMIS0504","otu201",1,3,0.333333333333333,95
"Netherlands","Netherlands_4","BGEMIS0504","otu2378",1,3,0.333333333333333,101
"Netherlands","Netherlands_4","BGEMIS0504","otu24",1,3,0.333333333333333,220
"Netherlands","Netherlands_4","BGEMIS0504","otu25",3,3,1,3470
"Netherlands","Netherlands_4","BGEMIS0504","otu2695",2,3,0.666666666666667,151
"Netherlands","Netherlands_4","BGEMIS0504","otu27",1,3,0.333333333333333,222
"Netherlands","Netherlands_4","BGEMIS0504","otu285",1,3,0.333333333333333,177
"Netherlands","Netherlands_4","BGEMIS0504","otu2930",3,3,1,2170
"Netherlands","Netherlands_4","BGEMIS0504","otu294",1,3,0.333333333333333,30
"Netherlands","Netherlands_4","BGEMIS0504","otu3064",1,3,0.333333333333333,174
"Netherlands","Netherlands_4","BGEMIS0504","otu35",3,3,1,4029
"Netherlands","Netherlands_4","BGEMIS0504","otu36",1,3,0.333333333333333,180
"Netherlands","Netherlands_4","BGEMIS0504","otu367",1,3,0.333333333333333,374
"Netherlands","Netherlands_4","BGEMIS0504","otu3756",1,3,0.333333333333333,165
"Netherlands","Netherlands_4","BGEMIS0504","otu3798",3,3,1,2463
"Netherlands","Netherlands_4","BGEMIS0504","otu38",3,3,1,19161
"Netherlands","Netherlands_4","BGEMIS0504","otu388",1,3,0.333333333333333,39
"Netherlands","Netherlands_4","BGEMIS0504","otu423",2,3,0.666666666666667,860
"Netherlands","Netherlands_4","BGEMIS0504","otu4252",1,3,0.333333333333333,485
"Netherlands","Netherlands_4","BGEMIS0504","otu44",1,3,0.333333333333333,305
"Netherlands","Netherlands_4","BGEMIS0504","otu46",1,3,0.333333333333333,1490
"Netherlands","Netherlands_4","BGEMIS0504","otu460",1,3,0.333333333333333,233
"Netherlands","Netherlands_4","BGEMIS0504","otu5105",1,3,0.333333333333333,134
"Netherlands","Netherlands_4","BGEMIS0504","otu517",3,3,1,7298
"Netherlands","Netherlands_4","BGEMIS0504","otu527",2,3,0.666666666666667,188
"Netherlands","Netherlands_4","BGEMIS0504","otu5429",1,3,0.333333333333333,31
"Netherlands","Netherlands_4","BGEMIS0504","otu566",1,3,0.333333333333333,201
"Netherlands","Netherlands_4","BGEMIS0504","otu57",1,3,0.333333333333333,93
"Netherlands","Netherlands_4","BGEMIS0504","otu6",1,3,0.333333333333333,141
"Netherlands","Netherlands_4","BGEMIS0504","otu611",2,3,0.666666666666667,310
"Netherlands","Netherlands_4","BGEMIS0504","otu6252",1,3,0.333333333333333,161
"Netherlands","Netherlands_4","BGEMIS0504","otu6588",1,3,0.333333333333333,229
"Netherlands","Netherlands_4","BGEMIS0504","otu7",1,3,0.333333333333333,31
"Netherlands","Netherlands_4","BGEMIS0504","otu70",3,3,1,18654
"Netherlands","Netherlands_4","BGEMIS0504","otu7168",1,3,0.333333333333333,298
"Netherlands","Netherlands_4","BGEMIS0504","otu727",1,3,0.333333333333333,144
"Netherlands","Netherlands_4","BGEMIS0504","otu747",1,3,0.333333333333333,248
"Netherlands","Netherlands_4","BGEMIS0504","otu764",2,3,0.666666666666667,142
"Netherlands","Netherlands_4","BGEMIS0504","otu861",2,3,0.666666666666667,683
"Netherlands","Netherlands_4","BGEMIS0504","otu9",1,3,0.333333333333333,57
"Netherlands","Netherlands_4","BGEMIS0504","otu909",2,3,0.666666666666667,428
"Netherlands","Netherlands_4","BGEMIS0504","otu971",2,3,0.666666666666667,229
"Netherlands","Netherlands_4","BGEMIS0504","otu985",1,3,0.333333333333333,69
"Netherlands","Netherlands_4","BGEMIS0504","otu2072",1,3,0.333333333333333,170
"Netherlands","Netherlands_4","BGEMIS0504","otu1282",1,3,0.333333333333333,50
"Netherlands","Netherlands_4","BGEMIS0504","otu1584",1,3,0.333333333333333,88
"Netherlands","Netherlands_4","BGEMIS0504","otu2371",1,3,0.333333333333333,44
"Netherlands","Netherlands_4","BGEMIS0504","otu247",3,3,1,10637
"Netherlands","Netherlands_4","BGEMIS0504","otu3302",1,3,0.333333333333333,267
"Netherlands","Netherlands_4","BGEMIS0504","otu345",1,3,0.333333333333333,622
"Netherlands","Netherlands_4","BGEMIS0504","otu351",3,3,1,791
"Netherlands","Netherlands_4","BGEMIS0504","otu383",3,3,1,965
"Netherlands","Netherlands_4","BGEMIS0504","otu4787",1,3,0.333333333333333,143
"Netherlands","Netherlands_4","BGEMIS0504","otu540",1,3,0.333333333333333,437
"Netherlands","Netherlands_4","BGEMIS0504","otu60",3,3,1,2939
"Netherlands","Netherlands_4","BGEMIS0504","otu6192",1,3,0.333333333333333,480
"Netherlands","Netherlands_4","BGEMIS0504","otu635",3,3,1,2178
"Netherlands","Netherlands_4","BGEMIS0504","otu716",1,3,0.333333333333333,117
"Netherlands","Netherlands_4","BGEMIS0504","otu7222",1,3,0.333333333333333,76
"Netherlands","Netherlands_4","BGEMIS0504","otu7690",1,3,0.333333333333333,191
"Netherlands","Netherlands_4","BGEMIS0504","otu78",2,3,0.666666666666667,372
"Netherlands","Netherlands_4","BGEMIS0504","otu919",1,3,0.333333333333333,81
"Netherlands","Netherlands_4","BGEMIS0504","otu1064",3,3,1,2894
"Netherlands","Netherlands_4","BGEMIS0504","otu1284",3,3,1,6096
"Netherlands","Netherlands_4","BGEMIS0504","otu15248",1,3,0.333333333333333,214
"Netherlands","Netherlands_4","BGEMIS0504","otu2546",3,3,1,3481
"Netherlands","Netherlands_4","BGEMIS0504","otu2021",1,3,0.333333333333333,382
"Netherlands","Netherlands_4","BGEMIS0504","otu7495",2,3,0.666666666666667,209
"Netherlands","Netherlands_4","BGEMIS0504","otu10735",1,3,0.333333333333333,218
"Netherlands","Netherlands_4","BGEMIS0504","otu18359",1,3,0.333333333333333,96
"Netherlands","Netherlands_4","BGEMIS0504","otu2644",3,3,1,1064
"Netherlands","Netherlands_4","BGEMIS0504","otu4591",3,3,1,1407
"Netherlands","Netherlands_4","BGEMIS0504","otu5572",2,3,0.666666666666667,916
"Netherlands","Netherlands_4","BGEMIS0504","otu6323",1,3,0.333333333333333,131
"Netherlands","Netherlands_4","BGEMIS0504","otu7256",1,3,0.333333333333333,156
"Netherlands","Netherlands_4","BGEMIS0504","otu8826",3,3,1,507
"Netherlands","Netherlands_4","BGEMIS0504","otu13043",1,3,0.333333333333333,264
"Netherlands","Netherlands_4","BGEMIS0504","otu20750",1,3,0.333333333333333,32
"Netherlands","Netherlands_4","BGEMIS0504","otu2754",1,3,0.333333333333333,260
"Netherlands","Netherlands_4","BGEMIS0504","otu5969",1,3,0.333333333333333,37
"Netherlands","Netherlands_4","BGEMIS0504","otu7915",2,3,0.666666666666667,923
"Netherlands","Netherlands_4","BGEMIS0504","otu10715",2,3,0.666666666666667,410
"Netherlands","Netherlands_4","BGEMIS0504","otu11358",1,3,0.333333333333333,263
"Netherlands","Netherlands_4","BGEMIS0504","otu13778",2,3,0.666666666666667,144
"Netherlands","Netherlands_4","BGEMIS0504","otu15103",1,3,0.333333333333333,159
"Netherlands","Netherlands_4","BGEMIS0504","otu15463",3,3,1,356
"Netherlands","Netherlands_4","BGEMIS0504","otu4643",2,3,0.666666666666667,601
"Netherlands","Netherlands_4","BGEMIS0504","otu4660",1,3,0.333333333333333,161
"Netherlands","Netherlands_4","BGEMIS0504","otu6742",2,3,0.666666666666667,1054
"Netherlands","Netherlands_4","BGEMIS0504","otu7238",1,3,0.333333333333333,40
"Netherlands","Netherlands_4","BGEMIS0505","otu1",3,3,1,4102
"Netherlands","Netherlands_4","BGEMIS0505","otu11",2,3,0.666666666666667,345
"Netherlands","Netherlands_4","BGEMIS0505","otu1106",1,3,0.333333333333333,138
"Netherlands","Netherlands_4","BGEMIS0505","otu1136",3,3,1,5646
"Netherlands","Netherlands_4","BGEMIS0505","otu118",1,3,0.333333333333333,81
"Netherlands","Netherlands_4","BGEMIS0505","otu119",3,3,1,1933
"Netherlands","Netherlands_4","BGEMIS0505","otu121",3,3,1,554
"Netherlands","Netherlands_4","BGEMIS0505","otu1288",3,3,1,1103
"Netherlands","Netherlands_4","BGEMIS0505","otu13",3,3,1,2059
"Netherlands","Netherlands_4","BGEMIS0505","otu1340",3,3,1,1523
"Netherlands","Netherlands_4","BGEMIS0505","otu1370",3,3,1,982
"Netherlands","Netherlands_4","BGEMIS0505","otu14",3,3,1,3515
"Netherlands","Netherlands_4","BGEMIS0505","otu146",3,3,1,14823
"Netherlands","Netherlands_4","BGEMIS0505","otu155",3,3,1,792
"Netherlands","Netherlands_4","BGEMIS0505","otu1678",3,3,1,691
"Netherlands","Netherlands_4","BGEMIS0505","otu1770",3,3,1,605
"Netherlands","Netherlands_4","BGEMIS0505","otu179",2,3,0.666666666666667,188
"Netherlands","Netherlands_4","BGEMIS0505","otu19",3,3,1,3654
"Netherlands","Netherlands_4","BGEMIS0505","otu1915",3,3,1,436
"Netherlands","Netherlands_4","BGEMIS0505","otu201",3,3,1,520
"Netherlands","Netherlands_4","BGEMIS0505","otu2243",2,3,0.666666666666667,240
"Netherlands","Netherlands_4","BGEMIS0505","otu24",3,3,1,2070
"Netherlands","Netherlands_4","BGEMIS0505","otu240",2,3,0.666666666666667,181
"Netherlands","Netherlands_4","BGEMIS0505","otu25",3,3,1,6872
"Netherlands","Netherlands_4","BGEMIS0505","otu250",1,3,0.333333333333333,77
"Netherlands","Netherlands_4","BGEMIS0505","otu26",3,3,1,1172
"Netherlands","Netherlands_4","BGEMIS0505","otu2695",3,3,1,1294
"Netherlands","Netherlands_4","BGEMIS0505","otu27",3,3,1,3058
"Netherlands","Netherlands_4","BGEMIS0505","otu276",2,3,0.666666666666667,169
"Netherlands","Netherlands_4","BGEMIS0505","otu282",1,3,0.333333333333333,237
"Netherlands","Netherlands_4","BGEMIS0505","otu294",3,3,1,1070
"Netherlands","Netherlands_4","BGEMIS0505","otu3",3,3,1,6115
"Netherlands","Netherlands_4","BGEMIS0505","otu31",1,3,0.333333333333333,132
"Netherlands","Netherlands_4","BGEMIS0505","otu333",1,3,0.333333333333333,90
"Netherlands","Netherlands_4","BGEMIS0505","otu35",3,3,1,44096
"Netherlands","Netherlands_4","BGEMIS0505","otu353",2,3,0.666666666666667,180
"Netherlands","Netherlands_4","BGEMIS0505","otu36",3,3,1,1383
"Netherlands","Netherlands_4","BGEMIS0505","otu367",3,3,1,22892
"Netherlands","Netherlands_4","BGEMIS0505","otu38",3,3,1,17743
"Netherlands","Netherlands_4","BGEMIS0505","otu388",3,3,1,676
"Netherlands","Netherlands_4","BGEMIS0505","otu423",3,3,1,8905
"Netherlands","Netherlands_4","BGEMIS0505","otu428",2,3,0.666666666666667,211
"Netherlands","Netherlands_4","BGEMIS0505","otu44",3,3,1,368
"Netherlands","Netherlands_4","BGEMIS0505","otu45",3,3,1,487
"Netherlands","Netherlands_4","BGEMIS0505","otu460",1,3,0.333333333333333,94
"Netherlands","Netherlands_4","BGEMIS0505","otu5105",3,3,1,843
"Netherlands","Netherlands_4","BGEMIS0505","otu517",3,3,1,612
"Netherlands","Netherlands_4","BGEMIS0505","otu5257",3,3,1,745
"Netherlands","Netherlands_4","BGEMIS0505","otu527",3,3,1,645
"Netherlands","Netherlands_4","BGEMIS0505","otu5429",2,3,0.666666666666667,201
"Netherlands","Netherlands_4","BGEMIS0505","otu558",3,3,1,806
"Netherlands","Netherlands_4","BGEMIS0505","otu566",3,3,1,759
"Netherlands","Netherlands_4","BGEMIS0505","otu57",2,3,0.666666666666667,169
"Netherlands","Netherlands_4","BGEMIS0505","otu588",3,3,1,666
"Netherlands","Netherlands_4","BGEMIS0505","otu6",3,3,1,9096
"Netherlands","Netherlands_4","BGEMIS0505","otu611",3,3,1,555
"Netherlands","Netherlands_4","BGEMIS0505","otu6528",1,3,0.333333333333333,77
"Netherlands","Netherlands_4","BGEMIS0505","otu7",3,3,1,4190
"Netherlands","Netherlands_4","BGEMIS0505","otu70",3,3,1,12377
"Netherlands","Netherlands_4","BGEMIS0505","otu749",1,3,0.333333333333333,92
"Netherlands","Netherlands_4","BGEMIS0505","otu755",1,3,0.333333333333333,94
"Netherlands","Netherlands_4","BGEMIS0505","otu764",2,3,0.666666666666667,265
"Netherlands","Netherlands_4","BGEMIS0505","otu804",3,3,1,1368
"Netherlands","Netherlands_4","BGEMIS0505","otu811",1,3,0.333333333333333,83
"Netherlands","Netherlands_4","BGEMIS0505","otu827",1,3,0.333333333333333,112
"Netherlands","Netherlands_4","BGEMIS0505","otu861",3,3,1,861
"Netherlands","Netherlands_4","BGEMIS0505","otu88",1,3,0.333333333333333,83
"Netherlands","Netherlands_4","BGEMIS0505","otu9",3,3,1,1496
"Netherlands","Netherlands_4","BGEMIS0505","otu96",3,3,1,498
"Netherlands","Netherlands_4","BGEMIS0505","otu971",1,3,0.333333333333333,105
"Netherlands","Netherlands_4","BGEMIS0505","otu2048",2,3,0.666666666666667,238
"Netherlands","Netherlands_4","BGEMIS0505","otu4991",3,3,1,418
"Netherlands","Netherlands_4","BGEMIS0505","otu915",3,3,1,1818
"Netherlands","Netherlands_4","BGEMIS0505","otu1124",2,3,0.666666666666667,346
"Netherlands","Netherlands_4","BGEMIS0505","otu1323",2,3,0.666666666666667,256
"Netherlands","Netherlands_4","BGEMIS0505","otu2037",2,3,0.666666666666667,217
"Netherlands","Netherlands_4","BGEMIS0505","otu2371",3,3,1,3458
"Netherlands","Netherlands_4","BGEMIS0505","otu247",3,3,1,477
"Netherlands","Netherlands_4","BGEMIS0505","otu345",3,3,1,1049
"Netherlands","Netherlands_4","BGEMIS0505","otu3567",3,3,1,651
"Netherlands","Netherlands_4","BGEMIS0505","otu37",3,3,1,369
"Netherlands","Netherlands_4","BGEMIS0505","otu540",2,3,0.666666666666667,225
"Netherlands","Netherlands_4","BGEMIS0505","otu60",3,3,1,2214
"Netherlands","Netherlands_4","BGEMIS0505","otu604",2,3,0.666666666666667,338
"Netherlands","Netherlands_4","BGEMIS0505","otu635",3,3,1,13295
"Netherlands","Netherlands_4","BGEMIS0505","otu78",1,3,0.333333333333333,78
"Netherlands","Netherlands_4","BGEMIS0505","otu92",1,3,0.333333333333333,148
"Netherlands","Netherlands_4","BGEMIS0505","otu1064",3,3,1,427
"Netherlands","Netherlands_4","BGEMIS0505","otu174",1,3,0.333333333333333,92
"Netherlands","Netherlands_4","BGEMIS0505","otu342",3,3,1,992
"Netherlands","Netherlands_4","BGEMIS0505","otu2021",3,3,1,1042
"Netherlands","Netherlands_4","BGEMIS0505","otu655",3,3,1,546
"Netherlands","Netherlands_4","BGEMIS0505","otu12187",2,3,0.666666666666667,184
"Netherlands","Netherlands_4","BGEMIS0505","otu13047",2,3,0.666666666666667,247
"Netherlands","Netherlands_4","BGEMIS0505","otu3914",3,3,1,324
"Netherlands","Netherlands_4","BGEMIS0505","otu4660",3,3,1,722
"Netherlands","Netherlands_4","BGEMIS0505","otu5018",3,3,1,441
"Netherlands","Netherlands_7","BGEMIS0534","otu1052",3,3,1,386
"Netherlands","Netherlands_7","BGEMIS0534","otu14",3,3,1,19866
"Netherlands","Netherlands_7","BGEMIS0534","otu1545",3,3,1,206
"Netherlands","Netherlands_7","BGEMIS0534","otu155",3,3,1,292
"Netherlands","Netherlands_7","BGEMIS0534","otu1626",3,3,1,200
"Netherlands","Netherlands_7","BGEMIS0534","otu169",3,3,1,1114
"Netherlands","Netherlands_7","BGEMIS0534","otu179",3,3,1,273
"Netherlands","Netherlands_7","BGEMIS0534","otu187",2,3,0.666666666666667,140
"Netherlands","Netherlands_7","BGEMIS0534","otu19",3,3,1,267
"Netherlands","Netherlands_7","BGEMIS0534","otu194",3,3,1,462
"Netherlands","Netherlands_7","BGEMIS0534","otu2198",1,3,0.333333333333333,42
"Netherlands","Netherlands_7","BGEMIS0534","otu232",3,3,1,629
"Netherlands","Netherlands_7","BGEMIS0534","otu237",3,3,1,3525
"Netherlands","Netherlands_7","BGEMIS0534","otu24",3,3,1,10918
"Netherlands","Netherlands_7","BGEMIS0534","otu25",3,3,1,9717
"Netherlands","Netherlands_7","BGEMIS0534","otu252",3,3,1,397
"Netherlands","Netherlands_7","BGEMIS0534","otu26",3,3,1,1241
"Netherlands","Netherlands_7","BGEMIS0534","otu267",2,3,0.666666666666667,98
"Netherlands","Netherlands_7","BGEMIS0534","otu27",3,3,1,354
"Netherlands","Netherlands_7","BGEMIS0534","otu274",3,3,1,1890
"Netherlands","Netherlands_7","BGEMIS0534","otu276",3,3,1,419
"Netherlands","Netherlands_7","BGEMIS0534","otu3",3,3,1,649
"Netherlands","Netherlands_7","BGEMIS0534","otu319",3,3,1,200
"Netherlands","Netherlands_7","BGEMIS0534","otu337",3,3,1,178
"Netherlands","Netherlands_7","BGEMIS0534","otu35",2,3,0.666666666666667,130
"Netherlands","Netherlands_7","BGEMIS0534","otu353",3,3,1,187
"Netherlands","Netherlands_7","BGEMIS0534","otu3780",3,3,1,223
"Netherlands","Netherlands_7","BGEMIS0534","otu41",3,3,1,271
"Netherlands","Netherlands_7","BGEMIS0534","otu44",3,3,1,300
"Netherlands","Netherlands_7","BGEMIS0534","otu46",3,3,1,602
"Netherlands","Netherlands_7","BGEMIS0534","otu512",2,3,0.666666666666667,98
"Netherlands","Netherlands_7","BGEMIS0534","otu515",3,3,1,217
"Netherlands","Netherlands_7","BGEMIS0534","otu517",3,3,1,445
"Netherlands","Netherlands_7","BGEMIS0534","otu52",3,3,1,1476
"Netherlands","Netherlands_7","BGEMIS0534","otu616",3,3,1,184
"Netherlands","Netherlands_7","BGEMIS0534","otu619",3,3,1,924
"Netherlands","Netherlands_7","BGEMIS0534","otu657",3,3,1,646
"Netherlands","Netherlands_7","BGEMIS0534","otu7",3,3,1,16788
"Netherlands","Netherlands_7","BGEMIS0534","otu713",3,3,1,247
"Netherlands","Netherlands_7","BGEMIS0534","otu771",2,3,0.666666666666667,108
"Netherlands","Netherlands_7","BGEMIS0534","otu8059",2,3,0.666666666666667,107
"Netherlands","Netherlands_7","BGEMIS0534","otu90",3,3,1,2982
"Netherlands","Netherlands_7","BGEMIS0534","otu913",3,3,1,338
"Netherlands","Netherlands_7","BGEMIS0534","otu942",3,3,1,730
"Netherlands","Netherlands_7","BGEMIS0534","otu18",3,3,1,734
"Netherlands","Netherlands_7","BGEMIS0534","otu254",3,3,1,1497
"Netherlands","Netherlands_7","BGEMIS0534","otu42",3,3,1,1743
"Netherlands","Netherlands_7","BGEMIS0534","otu140",1,3,0.333333333333333,51
"Netherlands","Netherlands_7","BGEMIS0534","otu17",3,3,1,2603
"Netherlands","Netherlands_7","BGEMIS0534","otu200",3,3,1,3648
"Netherlands","Netherlands_7","BGEMIS0534","otu2385",2,3,0.666666666666667,100
"Netherlands","Netherlands_7","BGEMIS0534","otu247",3,3,1,2434
"Netherlands","Netherlands_7","BGEMIS0534","otu327",3,3,1,7280
"Netherlands","Netherlands_7","BGEMIS0534","otu462",3,3,1,4219
"Netherlands","Netherlands_7","BGEMIS0534","otu490",3,3,1,258
"Netherlands","Netherlands_7","BGEMIS0534","otu65",3,3,1,7162
"Netherlands","Netherlands_7","BGEMIS0534","otu653",3,3,1,378
"Netherlands","Netherlands_7","BGEMIS0534","otu673",3,3,1,3795
"Netherlands","Netherlands_7","BGEMIS0534","otu743",3,3,1,1391
"Netherlands","Netherlands_7","BGEMIS0534","otu78",3,3,1,375
"Netherlands","Netherlands_7","BGEMIS0534","otu84",3,3,1,254
"Netherlands","Netherlands_7","BGEMIS0534","otu919",3,3,1,1397
"Netherlands","Netherlands_7","BGEMIS0534","otu1064",3,3,1,197
"Netherlands","Netherlands_7","BGEMIS0534","otu1175",2,3,0.666666666666667,113
"Netherlands","Netherlands_7","BGEMIS0534","otu175",3,3,1,403
"Netherlands","Netherlands_7","BGEMIS0534","otu2304",3,3,1,435
"Netherlands","Netherlands_7","BGEMIS0534","otu2703",3,3,1,294
"Netherlands","Netherlands_7","BGEMIS0534","otu2998",3,3,1,297
"Netherlands","Netherlands_7","BGEMIS0534","otu347",3,3,1,369
"Netherlands","Netherlands_7","BGEMIS0534","otu504",3,3,1,277
"Netherlands","Netherlands_7","BGEMIS0534","otu5252",1,3,0.333333333333333,38
"Netherlands","Netherlands_7","BGEMIS0534","otu697",3,3,1,236
"Netherlands","Netherlands_7","BGEMIS0534","otu1313",2,3,0.666666666666667,131
"Netherlands","Netherlands_7","BGEMIS0534","otu2374",3,3,1,369
"Netherlands","Netherlands_7","BGEMIS0534","otu2754",2,3,0.666666666666667,122
"Netherlands","Netherlands_7","BGEMIS0534","otu1057",3,3,1,307
"Netherlands","Netherlands_7","BGEMIS0534","otu1309",3,3,1,377
"Netherlands","Netherlands_7","BGEMIS0534","otu2175",3,3,1,206
"Netherlands","Netherlands_7","BGEMIS0534","otu2808",1,3,0.333333333333333,39
"Netherlands","Netherlands_7","BGEMIS0534","otu2932",2,3,0.666666666666667,134
"Netherlands","Netherlands_7","BGEMIS0534","otu3349",1,3,0.333333333333333,49
"Netherlands","Netherlands_7","BGEMIS0534","otu3442",3,3,1,190
"Netherlands","Netherlands_7","BGEMIS0534","otu408",1,3,0.333333333333333,69
"Netherlands","Netherlands_7","BGEMIS0534","otu6343",1,3,0.333333333333333,46
"Netherlands","Netherlands_7","BGEMIS0534","otu6631",1,3,0.333333333333333,48
"Netherlands","Netherlands_7","BGEMIS0534","otu689",3,3,1,196
"Netherlands","Netherlands_7","BGEMIS0535","otu1052",3,3,1,454
"Netherlands","Netherlands_7","BGEMIS0535","otu1053",2,3,0.666666666666667,125
"Netherlands","Netherlands_7","BGEMIS0535","otu14",3,3,1,26395
"Netherlands","Netherlands_7","BGEMIS0535","otu1545",3,3,1,445
"Netherlands","Netherlands_7","BGEMIS0535","otu155",3,3,1,429
