"Country","Site","BioSample","OTU","n_pcr_positive","n_pcr_total","p_pcr","total_reads"
"Netherlands","Netherlands_6","BGEMIS0502","otu1039",2,3,0.666666666666667,782
"Netherlands","Netherlands_6","BGEMIS0502","otu104",3,3,1,33629
"Netherlands","Netherlands_6","BGEMIS0502","otu117",1,3,0.333333333333333,201
"Netherlands","Netherlands_6","BGEMIS0502","otu130",2,3,0.666666666666667,467
"Netherlands","Netherlands_6","BGEMIS0502","otu150",3,3,1,1573
"Netherlands","Netherlands_6","BGEMIS0502","otu162",1,3,0.333333333333333,126
"Netherlands","Netherlands_6","BGEMIS0502","otu208",1,3,0.333333333333333,93
"Netherlands","Netherlands_6","BGEMIS0502","otu23",3,3,1,320081
"Netherlands","Netherlands_6","BGEMIS0502","otu3",3,3,1,3325
"Netherlands","Netherlands_6","BGEMIS0502","otu40",3,3,1,2436
"Netherlands","Netherlands_6","BGEMIS0502","otu43",3,3,1,202531
"Netherlands","Netherlands_6","BGEMIS0502","otu432",1,3,0.333333333333333,169
"Netherlands","Netherlands_6","BGEMIS0502","otu446",1,3,0.333333333333333,88
"Netherlands","Netherlands_6","BGEMIS0502","otu45",3,3,1,11216
"Netherlands","Netherlands_6","BGEMIS0502","otu450",3,3,1,946
"Netherlands","Netherlands_6","BGEMIS0502","otu47",3,3,1,1430
"Netherlands","Netherlands_6","BGEMIS0502","otu492",1,3,0.333333333333333,84
"Netherlands","Netherlands_6","BGEMIS0502","otu537",1,3,0.333333333333333,117
"Netherlands","Netherlands_6","BGEMIS0502","otu549",1,3,0.333333333333333,105
"Netherlands","Netherlands_6","BGEMIS0502","otu56",3,3,1,4129
"Netherlands","Netherlands_6","BGEMIS0502","otu570",2,3,0.666666666666667,491
"Netherlands","Netherlands_6","BGEMIS0502","otu6",3,3,1,3182
"Netherlands","Netherlands_6","BGEMIS0502","otu75",3,3,1,15343
"Netherlands","Netherlands_6","BGEMIS0502","otu83",1,3,0.333333333333333,89
"Netherlands","Netherlands_6","BGEMIS0502","otu304",1,3,0.333333333333333,93
"Netherlands","Netherlands_6","BGEMIS0502","otu199",3,3,1,3574
"Netherlands","Netherlands_6","BGEMIS0502","otu205",1,3,0.333333333333333,125
"Netherlands","Netherlands_6","BGEMIS0502","otu36",3,3,1,10150
"Netherlands","Netherlands_6","BGEMIS0502","otu554",1,3,0.333333333333333,84
"Netherlands","Netherlands_6","BGEMIS0502","otu173",1,3,0.333333333333333,77
"Netherlands","Netherlands_6","BGEMIS0502","otu390",3,3,1,10910
"Netherlands","Netherlands_6","BGEMIS0502","otu60",2,3,0.666666666666667,980
"Netherlands","Netherlands_6","BGEMIS0502","otu895",1,3,0.333333333333333,102
"Netherlands","Netherlands_6","BGEMIS0502","otu1284",1,3,0.333333333333333,88
"Netherlands","Netherlands_6","BGEMIS0502","otu1724",1,3,0.333333333333333,82
"Netherlands","Netherlands_6","BGEMIS0502","otu46",3,3,1,889
"Netherlands","Netherlands_6","BGEMIS0502","otu483",1,3,0.333333333333333,106
"Netherlands","Netherlands_6","BGEMIS0502","otu553",1,3,0.333333333333333,88
"Netherlands","Netherlands_6","BGEMIS0502","otu1255",1,3,0.333333333333333,147
"Netherlands","Netherlands_6","BGEMIS0502","otu14617",1,3,0.333333333333333,74
"Netherlands","Netherlands_6","BGEMIS0502","otu4063",1,3,0.333333333333333,136
"Netherlands","Netherlands_6","BGEMIS0502","otu412",1,3,0.333333333333333,134
"Netherlands","Netherlands_6","BGEMIS0502","otu591",3,3,1,1788
"Netherlands","Netherlands_6","BGEMIS0502","otu372",1,3,0.333333333333333,156
"Netherlands","Netherlands_6","BGEMIS0502","otu708",3,3,1,1076
"Netherlands","Netherlands_6","BGEMIS0502","otu754",3,3,1,1429
"Netherlands","Netherlands_6","BGEMIS0502","otu7903",3,3,1,1742
"Netherlands","Netherlands_6","BGEMIS0502","otu804",1,3,0.333333333333333,143
"Netherlands","Netherlands_6","BGEMIS0502","otu995",2,3,0.666666666666667,525
"Netherlands","Netherlands_6","BGEMIS0512","otu1039",2,3,0.666666666666667,796
"Netherlands","Netherlands_6","BGEMIS0512","otu104",3,3,1,31041
"Netherlands","Netherlands_6","BGEMIS0512","otu117",2,3,0.666666666666667,459
"Netherlands","Netherlands_6","BGEMIS0512","otu130",3,3,1,713
"Netherlands","Netherlands_6","BGEMIS0512","otu150",3,3,1,2120
"Netherlands","Netherlands_6","BGEMIS0512","otu162",1,3,0.333333333333333,121
"Netherlands","Netherlands_6","BGEMIS0512","otu208",1,3,0.333333333333333,94
"Netherlands","Netherlands_6","BGEMIS0512","otu23",3,3,1,218423
"Netherlands","Netherlands_6","BGEMIS0512","otu3",3,3,1,3882
"Netherlands","Netherlands_6","BGEMIS0512","otu40",3,3,1,2105
"Netherlands","Netherlands_6","BGEMIS0512","otu43",3,3,1,177955
"Netherlands","Netherlands_6","BGEMIS0512","otu432",1,3,0.333333333333333,152
"Netherlands","Netherlands_6","BGEMIS0512","otu446",1,3,0.333333333333333,93
"Netherlands","Netherlands_6","BGEMIS0512","otu45",3,3,1,11641
"Netherlands","Netherlands_6","BGEMIS0512","otu450",3,3,1,876
"Netherlands","Netherlands_6","BGEMIS0512","otu47",3,3,1,2026
"Netherlands","Netherlands_6","BGEMIS0512","otu537",1,3,0.333333333333333,106
"Netherlands","Netherlands_6","BGEMIS0512","otu549",1,3,0.333333333333333,85
"Netherlands","Netherlands_6","BGEMIS0512","otu56",3,3,1,4191
"Netherlands","Netherlands_6","BGEMIS0512","otu6",3,3,1,4690
"Netherlands","Netherlands_6","BGEMIS0512","otu75",3,3,1,14225
"Netherlands","Netherlands_6","BGEMIS0512","otu304",1,3,0.333333333333333,81
"Netherlands","Netherlands_6","BGEMIS0512","otu621",1,3,0.333333333333333,86
"Netherlands","Netherlands_6","BGEMIS0512","otu199",3,3,1,3246
"Netherlands","Netherlands_6","BGEMIS0512","otu205",1,3,0.333333333333333,111
"Netherlands","Netherlands_6","BGEMIS0512","otu36",3,3,1,10419
"Netherlands","Netherlands_6","BGEMIS0512","otu173",1,3,0.333333333333333,83
"Netherlands","Netherlands_6","BGEMIS0512","otu390",3,3,1,10330
"Netherlands","Netherlands_6","BGEMIS0512","otu60",2,3,0.666666666666667,991
"Netherlands","Netherlands_6","BGEMIS0512","otu895",1,3,0.333333333333333,84
"Netherlands","Netherlands_6","BGEMIS0512","otu1284",1,3,0.333333333333333,75
"Netherlands","Netherlands_6","BGEMIS0512","otu1724",1,3,0.333333333333333,121
"Netherlands","Netherlands_6","BGEMIS0512","otu46",3,3,1,876
"Netherlands","Netherlands_6","BGEMIS0512","otu483",1,3,0.333333333333333,138
"Netherlands","Netherlands_6","BGEMIS0512","otu553",1,3,0.333333333333333,77
"Netherlands","Netherlands_6","BGEMIS0512","otu11840",1,3,0.333333333333333,101
"Netherlands","Netherlands_6","BGEMIS0512","otu1255",2,3,0.666666666666667,446
"Netherlands","Netherlands_6","BGEMIS0512","otu14617",1,3,0.333333333333333,77
"Netherlands","Netherlands_6","BGEMIS0512","otu4063",1,3,0.333333333333333,107
"Netherlands","Netherlands_6","BGEMIS0512","otu412",1,3,0.333333333333333,171
"Netherlands","Netherlands_6","BGEMIS0512","otu591",3,3,1,1770
"Netherlands","Netherlands_6","BGEMIS0512","otu372",1,3,0.333333333333333,143
"Netherlands","Netherlands_6","BGEMIS0512","otu708",3,3,1,1124
"Netherlands","Netherlands_6","BGEMIS0512","otu754",3,3,1,1193
"Netherlands","Netherlands_6","BGEMIS0512","otu7903",3,3,1,1891
"Netherlands","Netherlands_6","BGEMIS0512","otu804",1,3,0.333333333333333,161
"Netherlands","Netherlands_6","BGEMIS0512","otu995",3,3,1,742
"Netherlands","Netherlands_4","BGEMIS0504","otu10",1,3,0.333333333333333,258
"Netherlands","Netherlands_4","BGEMIS0504","otu102",3,3,1,40837
"Netherlands","Netherlands_4","BGEMIS0504","otu1113",1,3,0.333333333333333,466
"Netherlands","Netherlands_4","BGEMIS0504","otu1125",3,3,1,3436
"Netherlands","Netherlands_4","BGEMIS0504","otu1238",3,3,1,7325
"Netherlands","Netherlands_4","BGEMIS0504","otu1394",1,3,0.333333333333333,205
"Netherlands","Netherlands_4","BGEMIS0504","otu146",3,3,1,16287
"Netherlands","Netherlands_4","BGEMIS0504","otu15",3,3,1,18458
"Netherlands","Netherlands_4","BGEMIS0504","otu1671",3,3,1,2516
"Netherlands","Netherlands_4","BGEMIS0504","otu171",3,3,1,58526
"Netherlands","Netherlands_4","BGEMIS0504","otu172",3,3,1,4496
"Netherlands","Netherlands_4","BGEMIS0504","otu1768",2,3,0.666666666666667,655
"Netherlands","Netherlands_4","BGEMIS0504","otu190",3,3,1,3274
"Netherlands","Netherlands_4","BGEMIS0504","otu1948",3,3,1,989
"Netherlands","Netherlands_4","BGEMIS0504","otu232",3,3,1,4594
"Netherlands","Netherlands_4","BGEMIS0504","otu233",3,3,1,3741
"Netherlands","Netherlands_4","BGEMIS0504","otu2406",1,3,0.333333333333333,326
"Netherlands","Netherlands_4","BGEMIS0504","otu247",3,3,1,930
"Netherlands","Netherlands_4","BGEMIS0504","otu2564",2,3,0.666666666666667,530
"Netherlands","Netherlands_4","BGEMIS0504","otu2693",1,3,0.333333333333333,338
"Netherlands","Netherlands_4","BGEMIS0504","otu294",3,3,1,6037
"Netherlands","Netherlands_4","BGEMIS0504","otu295",3,3,1,3352
"Netherlands","Netherlands_4","BGEMIS0504","otu2951",2,3,0.666666666666667,1070
"Netherlands","Netherlands_4","BGEMIS0504","otu35",3,3,1,9159
"Netherlands","Netherlands_4","BGEMIS0504","otu352",1,3,0.333333333333333,309
"Netherlands","Netherlands_4","BGEMIS0504","otu363",3,3,1,1795
"Netherlands","Netherlands_4","BGEMIS0504","otu369",2,3,0.666666666666667,482
"Netherlands","Netherlands_4","BGEMIS0504","otu371",2,3,0.666666666666667,634
"Netherlands","Netherlands_4","BGEMIS0504","otu4",3,3,1,1070
"Netherlands","Netherlands_4","BGEMIS0504","otu40",1,3,0.333333333333333,193
"Netherlands","Netherlands_4","BGEMIS0504","otu4007",2,3,0.666666666666667,555
"Netherlands","Netherlands_4","BGEMIS0504","otu417",3,3,1,2439
"Netherlands","Netherlands_4","BGEMIS0504","otu461",1,3,0.333333333333333,623
"Netherlands","Netherlands_4","BGEMIS0504","otu4863",1,3,0.333333333333333,146
"Netherlands","Netherlands_4","BGEMIS0504","otu50",3,3,1,28685
"Netherlands","Netherlands_4","BGEMIS0504","otu526",2,3,0.666666666666667,901
"Netherlands","Netherlands_4","BGEMIS0504","otu528",3,3,1,2463
"Netherlands","Netherlands_4","BGEMIS0504","otu546",3,3,1,28105
"Netherlands","Netherlands_4","BGEMIS0504","otu57",3,3,1,820
"Netherlands","Netherlands_4","BGEMIS0504","otu581",3,3,1,23509
"Netherlands","Netherlands_4","BGEMIS0504","otu6",3,3,1,1566
"Netherlands","Netherlands_4","BGEMIS0504","otu651",3,3,1,10251
"Netherlands","Netherlands_4","BGEMIS0504","otu659",1,3,0.333333333333333,294
"Netherlands","Netherlands_4","BGEMIS0504","otu68",3,3,1,284574
"Netherlands","Netherlands_4","BGEMIS0504","otu7",3,3,1,4970
"Netherlands","Netherlands_4","BGEMIS0504","otu73",2,3,0.666666666666667,894
"Netherlands","Netherlands_4","BGEMIS0504","otu816",2,3,0.666666666666667,493
"Netherlands","Netherlands_4","BGEMIS0504","otu908",1,3,0.333333333333333,283
"Netherlands","Netherlands_4","BGEMIS0504","otu621",3,3,1,4429
"Netherlands","Netherlands_4","BGEMIS0504","otu1505",3,3,1,3259
"Netherlands","Netherlands_4","BGEMIS0504","otu577",3,3,1,24362
"Netherlands","Netherlands_4","BGEMIS0504","otu6444",1,3,0.333333333333333,277
"Netherlands","Netherlands_4","BGEMIS0504","otu4701",1,3,0.333333333333333,555
"Netherlands","Netherlands_4","BGEMIS0504","otu1269",3,3,1,3068
"Netherlands","Netherlands_4","BGEMIS0504","otu483",2,3,0.666666666666667,1494
"Netherlands","Netherlands_4","BGEMIS0504","otu4532",1,3,0.333333333333333,606
"Netherlands","Netherlands_4","BGEMIS0505","otu1",3,3,1,1763
"Netherlands","Netherlands_4","BGEMIS0505","otu10",3,3,1,10125
"Netherlands","Netherlands_4","BGEMIS0505","otu102",3,3,1,19123
"Netherlands","Netherlands_4","BGEMIS0505","otu104",3,3,1,3697
"Netherlands","Netherlands_4","BGEMIS0505","otu107",2,3,0.666666666666667,1253
"Netherlands","Netherlands_4","BGEMIS0505","otu1097",1,3,0.333333333333333,199
"Netherlands","Netherlands_4","BGEMIS0505","otu1113",3,3,1,8418
"Netherlands","Netherlands_4","BGEMIS0505","otu112",2,3,0.666666666666667,1391
"Netherlands","Netherlands_4","BGEMIS0505","otu1125",3,3,1,759
"Netherlands","Netherlands_4","BGEMIS0505","otu114",3,3,1,982
"Netherlands","Netherlands_4","BGEMIS0505","otu117",2,3,0.666666666666667,623
"Netherlands","Netherlands_4","BGEMIS0505","otu1181",1,3,0.333333333333333,225
"Netherlands","Netherlands_4","BGEMIS0505","otu1238",3,3,1,1470
"Netherlands","Netherlands_4","BGEMIS0505","otu1313",3,3,1,5575
"Netherlands","Netherlands_4","BGEMIS0505","otu1386",3,3,1,6272
"Netherlands","Netherlands_4","BGEMIS0505","otu1453",3,3,1,1806
"Netherlands","Netherlands_4","BGEMIS0505","otu146",3,3,1,990
"Netherlands","Netherlands_4","BGEMIS0505","otu15",3,3,1,8368
"Netherlands","Netherlands_4","BGEMIS0505","otu156",3,3,1,913
"Netherlands","Netherlands_4","BGEMIS0505","otu16",3,3,1,3167
"Netherlands","Netherlands_4","BGEMIS0505","otu1671",1,3,0.333333333333333,335
"Netherlands","Netherlands_4","BGEMIS0505","otu171",3,3,1,7746
"Netherlands","Netherlands_4","BGEMIS0505","otu1768",2,3,0.666666666666667,423
"Netherlands","Netherlands_4","BGEMIS0505","otu177",2,3,0.666666666666667,1025
"Netherlands","Netherlands_4","BGEMIS0505","otu1831",1,3,0.333333333333333,177
"Netherlands","Netherlands_4","BGEMIS0505","otu189",2,3,0.666666666666667,945
"Netherlands","Netherlands_4","BGEMIS0505","otu1918",1,3,0.333333333333333,233
"Netherlands","Netherlands_4","BGEMIS0505","otu192",3,3,1,1042
"Netherlands","Netherlands_4","BGEMIS0505","otu1920",3,3,1,2418
"Netherlands","Netherlands_4","BGEMIS0505","otu1948",3,3,1,1342
"Netherlands","Netherlands_4","BGEMIS0505","otu1967",2,3,0.666666666666667,478
"Netherlands","Netherlands_4","BGEMIS0505","otu201",1,3,0.333333333333333,246
"Netherlands","Netherlands_4","BGEMIS0505","otu2156",2,3,0.666666666666667,706
"Netherlands","Netherlands_4","BGEMIS0505","otu217",3,3,1,4173
"Netherlands","Netherlands_4","BGEMIS0505","otu2174",3,3,1,2026
"Netherlands","Netherlands_4","BGEMIS0505","otu232",2,3,0.666666666666667,813
"Netherlands","Netherlands_4","BGEMIS0505","otu233",3,3,1,2469
"Netherlands","Netherlands_4","BGEMIS0505","otu2346",3,3,1,2495
"Netherlands","Netherlands_4","BGEMIS0505","otu2350",2,3,0.666666666666667,506
"Netherlands","Netherlands_4","BGEMIS0505","otu2383",2,3,0.666666666666667,537
"Netherlands","Netherlands_4","BGEMIS0505","otu2406",3,3,1,3175
"Netherlands","Netherlands_4","BGEMIS0505","otu250",3,3,1,1137
"Netherlands","Netherlands_4","BGEMIS0505","otu255",3,3,1,942
"Netherlands","Netherlands_4","BGEMIS0505","otu27",2,3,0.666666666666667,1305
"Netherlands","Netherlands_4","BGEMIS0505","otu2702",1,3,0.333333333333333,161
"Netherlands","Netherlands_4","BGEMIS0505","otu2827",3,3,1,1486
"Netherlands","Netherlands_4","BGEMIS0505","otu29",3,3,1,3269
"Netherlands","Netherlands_4","BGEMIS0505","otu294",3,3,1,983
"Netherlands","Netherlands_4","BGEMIS0505","otu295",3,3,1,2928
"Netherlands","Netherlands_4","BGEMIS0505","otu299",1,3,0.333333333333333,282
"Netherlands","Netherlands_4","BGEMIS0505","otu3",3,3,1,2017
"Netherlands","Netherlands_4","BGEMIS0505","otu303",1,3,0.333333333333333,183
"Netherlands","Netherlands_4","BGEMIS0505","otu31",3,3,1,4834
"Netherlands","Netherlands_4","BGEMIS0505","otu316",3,3,1,1357
"Netherlands","Netherlands_4","BGEMIS0505","otu32",3,3,1,3101
"Netherlands","Netherlands_4","BGEMIS0505","otu328",1,3,0.333333333333333,156
"Netherlands","Netherlands_4","BGEMIS0505","otu33",3,3,1,1344
"Netherlands","Netherlands_4","BGEMIS0505","otu35",3,3,1,98239
"Netherlands","Netherlands_4","BGEMIS0505","otu362",3,3,1,805
"Netherlands","Netherlands_4","BGEMIS0505","otu363",1,3,0.333333333333333,157
"Netherlands","Netherlands_4","BGEMIS0505","otu371",3,3,1,4732
"Netherlands","Netherlands_4","BGEMIS0505","otu379",2,3,0.666666666666667,953
"Netherlands","Netherlands_4","BGEMIS0505","otu398",3,3,1,1950
"Netherlands","Netherlands_4","BGEMIS0505","otu3998",2,3,0.666666666666667,610
"Netherlands","Netherlands_4","BGEMIS0505","otu4",3,3,1,9142
"Netherlands","Netherlands_4","BGEMIS0505","otu40",3,3,1,7715
"Netherlands","Netherlands_4","BGEMIS0505","otu417",3,3,1,12160
"Netherlands","Netherlands_4","BGEMIS0505","otu43",3,3,1,1457
"Netherlands","Netherlands_4","BGEMIS0505","otu435",2,3,0.666666666666667,657
"Netherlands","Netherlands_4","BGEMIS0505","otu450",2,3,0.666666666666667,605
"Netherlands","Netherlands_4","BGEMIS0505","otu461",3,3,1,3910
"Netherlands","Netherlands_4","BGEMIS0505","otu470",3,3,1,2257
"Netherlands","Netherlands_4","BGEMIS0505","otu48",3,3,1,1356
"Netherlands","Netherlands_4","BGEMIS0505","otu480",3,3,1,3017
"Netherlands","Netherlands_4","BGEMIS0505","otu493",2,3,0.666666666666667,1145
"Netherlands","Netherlands_4","BGEMIS0505","otu50",3,3,1,28850
"Netherlands","Netherlands_4","BGEMIS0505","otu520",3,3,1,1488
"Netherlands","Netherlands_4","BGEMIS0505","otu526",2,3,0.666666666666667,474
"Netherlands","Netherlands_4","BGEMIS0505","otu53",3,3,1,2310
"Netherlands","Netherlands_4","BGEMIS0505","otu539",3,3,1,1686
"Netherlands","Netherlands_4","BGEMIS0505","otu546",3,3,1,8079
"Netherlands","Netherlands_4","BGEMIS0505","otu55",3,3,1,1019
"Netherlands","Netherlands_4","BGEMIS0505","otu57",3,3,1,5017
"Netherlands","Netherlands_4","BGEMIS0505","otu581",3,3,1,5454
"Netherlands","Netherlands_4","BGEMIS0505","otu583",3,3,1,8437
"Netherlands","Netherlands_4","BGEMIS0505","otu6",3,3,1,27325
"Netherlands","Netherlands_4","BGEMIS0505","otu6113",1,3,0.333333333333333,152
"Netherlands","Netherlands_4","BGEMIS0505","otu617",3,3,1,1434
"Netherlands","Netherlands_4","BGEMIS0505","otu63",1,3,0.333333333333333,343
"Netherlands","Netherlands_4","BGEMIS0505","otu649",2,3,0.666666666666667,516
"Netherlands","Netherlands_4","BGEMIS0505","otu65",2,3,0.666666666666667,1057
"Netherlands","Netherlands_4","BGEMIS0505","otu651",3,3,1,11810
"Netherlands","Netherlands_4","BGEMIS0505","otu659",3,3,1,2300
"Netherlands","Netherlands_4","BGEMIS0505","otu662",2,3,0.666666666666667,852
"Netherlands","Netherlands_4","BGEMIS0505","otu68",3,3,1,79353
"Netherlands","Netherlands_4","BGEMIS0505","otu693",1,3,0.333333333333333,337
"Netherlands","Netherlands_4","BGEMIS0505","otu7",3,3,1,30521
"Netherlands","Netherlands_4","BGEMIS0505","otu73",3,3,1,14631
"Netherlands","Netherlands_4","BGEMIS0505","otu742",3,3,1,1523
"Netherlands","Netherlands_4","BGEMIS0505","otu75",3,3,1,2539
"Netherlands","Netherlands_4","BGEMIS0505","otu762",2,3,0.666666666666667,559
"Netherlands","Netherlands_4","BGEMIS0505","otu773",3,3,1,782
"Netherlands","Netherlands_4","BGEMIS0505","otu8",3,3,1,3570
"Netherlands","Netherlands_4","BGEMIS0505","otu816",3,3,1,8396
"Netherlands","Netherlands_4","BGEMIS0505","otu85",3,3,1,2549
"Netherlands","Netherlands_4","BGEMIS0505","otu89",2,3,0.666666666666667,451
"Netherlands","Netherlands_4","BGEMIS0505","otu91",2,3,0.666666666666667,1544
"Netherlands","Netherlands_4","BGEMIS0505","otu98",2,3,0.666666666666667,1673
"Netherlands","Netherlands_4","BGEMIS0505","otu999",3,3,1,3139
"Netherlands","Netherlands_4","BGEMIS0505","otu3865",1,3,0.333333333333333,341
"Netherlands","Netherlands_4","BGEMIS0505","otu621",3,3,1,2526
"Netherlands","Netherlands_4","BGEMIS0505","otu116",1,3,0.333333333333333,287
"Netherlands","Netherlands_4","BGEMIS0505","otu1174",2,3,0.666666666666667,524
"Netherlands","Netherlands_4","BGEMIS0505","otu1241",3,3,1,7666
"Netherlands","Netherlands_4","BGEMIS0505","otu1268",3,3,1,8838
"Netherlands","Netherlands_4","BGEMIS0505","otu3320",1,3,0.333333333333333,157
"Netherlands","Netherlands_4","BGEMIS0505","otu36",3,3,1,4308
"Netherlands","Netherlands_4","BGEMIS0505","otu4980",1,3,0.333333333333333,309
"Netherlands","Netherlands_4","BGEMIS0505","otu52",3,3,1,1438
"Netherlands","Netherlands_4","BGEMIS0505","otu577",3,3,1,2495
"Netherlands","Netherlands_4","BGEMIS0505","otu803",3,3,1,1181
"Netherlands","Netherlands_4","BGEMIS0505","otu955",3,3,1,7079
"Netherlands","Netherlands_4","BGEMIS0505","otu1069",1,3,0.333333333333333,177
"Netherlands","Netherlands_4","BGEMIS0505","otu1269",3,3,1,5025
"Netherlands","Netherlands_4","BGEMIS0505","otu483",3,3,1,1200
"Netherlands","Netherlands_4","BGEMIS0505","otu3657",2,3,0.666666666666667,797
"Netherlands","Netherlands_4","BGEMIS0505","otu2109",3,3,1,2972
"Netherlands","Netherlands_4","BGEMIS0505","otu2717",3,3,1,1945
"Netherlands","Netherlands_4","BGEMIS0505","otu5062",2,3,0.666666666666667,626
"Netherlands","Netherlands_7","BGEMIS0534","otu1",3,3,1,26527
"Netherlands","Netherlands_7","BGEMIS0534","otu10",2,3,0.666666666666667,360
"Netherlands","Netherlands_7","BGEMIS0534","otu104",3,3,1,1636
"Netherlands","Netherlands_7","BGEMIS0534","otu1103",3,3,1,234
"Netherlands","Netherlands_7","BGEMIS0534","otu1125",3,3,1,203
"Netherlands","Netherlands_7","BGEMIS0534","otu117",3,3,1,924
"Netherlands","Netherlands_7","BGEMIS0534","otu130",3,3,1,617
"Netherlands","Netherlands_7","BGEMIS0534","otu14",3,3,1,350
"Netherlands","Netherlands_7","BGEMIS0534","otu140",2,3,0.666666666666667,110
"Netherlands","Netherlands_7","BGEMIS0534","otu15",3,3,1,229
"Netherlands","Netherlands_7","BGEMIS0534","otu150",3,3,1,452
"Netherlands","Netherlands_7","BGEMIS0534","otu1548",3,3,1,405
"Netherlands","Netherlands_7","BGEMIS0534","otu167",3,3,1,2229
"Netherlands","Netherlands_7","BGEMIS0534","otu1671",1,3,0.333333333333333,47
"Netherlands","Netherlands_7","BGEMIS0534","otu1695",3,3,1,1366
"Netherlands","Netherlands_7","BGEMIS0534","otu1886",3,3,1,312
"Netherlands","Netherlands_7","BGEMIS0534","otu208",3,3,1,234
"Netherlands","Netherlands_7","BGEMIS0534","otu23",2,3,0.666666666666667,118
"Netherlands","Netherlands_7","BGEMIS0534","otu232",3,3,1,2643
"Netherlands","Netherlands_7","BGEMIS0534","otu254",3,3,1,207
"Netherlands","Netherlands_7","BGEMIS0534","otu28",3,3,1,1510
"Netherlands","Netherlands_7","BGEMIS0534","otu29",3,3,1,173
"Netherlands","Netherlands_7","BGEMIS0534","otu3",3,3,1,3726
"Netherlands","Netherlands_7","BGEMIS0534","otu303",3,3,1,1079
"Netherlands","Netherlands_7","BGEMIS0534","otu345",1,3,0.333333333333333,35
"Netherlands","Netherlands_7","BGEMIS0534","otu35",3,3,1,232
"Netherlands","Netherlands_7","BGEMIS0534","otu362",3,3,1,180
"Netherlands","Netherlands_7","BGEMIS0534","otu363",1,3,0.333333333333333,52
"Netherlands","Netherlands_7","BGEMIS0534","otu398",1,3,0.333333333333333,48
"Netherlands","Netherlands_7","BGEMIS0534","otu4",3,3,1,203
"Netherlands","Netherlands_7","BGEMIS0534","otu40",3,3,1,4561
"Netherlands","Netherlands_7","BGEMIS0534","otu43",3,3,1,907
"Netherlands","Netherlands_7","BGEMIS0534","otu432",3,3,1,344
"Netherlands","Netherlands_7","BGEMIS0534","otu446",3,3,1,250
"Netherlands","Netherlands_7","BGEMIS0534","otu45",3,3,1,8513
"Netherlands","Netherlands_7","BGEMIS0534","otu450",2,3,0.666666666666667,120
"Netherlands","Netherlands_7","BGEMIS0534","otu47",3,3,1,296
"Netherlands","Netherlands_7","BGEMIS0534","otu51",3,3,1,246
"Netherlands","Netherlands_7","BGEMIS0534","otu528",2,3,0.666666666666667,81
"Netherlands","Netherlands_7","BGEMIS0534","otu548",1,3,0.333333333333333,43
"Netherlands","Netherlands_7","BGEMIS0534","otu56",3,3,1,3245
"Netherlands","Netherlands_7","BGEMIS0534","otu562",2,3,0.666666666666667,95
"Netherlands","Netherlands_7","BGEMIS0534","otu6",3,3,1,1984
"Netherlands","Netherlands_7","BGEMIS0534","otu617",3,3,1,203
"Netherlands","Netherlands_7","BGEMIS0534","otu638",1,3,0.333333333333333,46
"Netherlands","Netherlands_7","BGEMIS0534","otu65",2,3,0.666666666666667,211
"Netherlands","Netherlands_7","BGEMIS0534","otu693",2,3,0.666666666666667,104
"Netherlands","Netherlands_7","BGEMIS0534","otu75",3,3,1,3706
"Netherlands","Netherlands_7","BGEMIS0534","otu83",3,3,1,282
"Netherlands","Netherlands_7","BGEMIS0534","otu839",3,3,1,1166
"Netherlands","Netherlands_7","BGEMIS0534","otu921",2,3,0.666666666666667,151
"Netherlands","Netherlands_7","BGEMIS0534","otu923",3,3,1,271
"Netherlands","Netherlands_7","BGEMIS0534","otu93",2,3,0.666666666666667,92
"Netherlands","Netherlands_7","BGEMIS0534","otu304",2,3,0.666666666666667,106
"Netherlands","Netherlands_7","BGEMIS0534","otu621",3,3,1,515
"Netherlands","Netherlands_7","BGEMIS0534","otu100",2,3,0.666666666666667,345
"Netherlands","Netherlands_7","BGEMIS0534","otu158",3,3,1,326
"Netherlands","Netherlands_7","BGEMIS0534","otu199",2,3,0.666666666666667,195
"Netherlands","Netherlands_7","BGEMIS0534","otu205",3,3,1,359
"Netherlands","Netherlands_7","BGEMIS0534","otu262",3,3,1,12633
"Netherlands","Netherlands_7","BGEMIS0534","otu36",3,3,1,6202
"Netherlands","Netherlands_7","BGEMIS0534","otu52",3,3,1,1042
"Netherlands","Netherlands_7","BGEMIS0534","otu706",3,3,1,1993
"Netherlands","Netherlands_7","BGEMIS0534","otu1338",3,3,1,143
"Netherlands","Netherlands_7","BGEMIS0534","otu390",3,3,1,434
"Netherlands","Netherlands_7","BGEMIS0534","otu60",3,3,1,826
"Netherlands","Netherlands_7","BGEMIS0534","otu895",3,3,1,147
"Netherlands","Netherlands_7","BGEMIS0534","otu1724",1,3,0.333333333333333,52
"Netherlands","Netherlands_7","BGEMIS0534","otu46",3,3,1,937
"Netherlands","Netherlands_7","BGEMIS0534","otu483",3,3,1,364
"Netherlands","Netherlands_7","BGEMIS0534","otu553",3,3,1,889
"Netherlands","Netherlands_7","BGEMIS0534","otu654",3,3,1,228
"Netherlands","Netherlands_7","BGEMIS0534","otu1084",1,3,0.333333333333333,44
"Netherlands","Netherlands_7","BGEMIS0534","otu1255",3,3,1,133
"Netherlands","Netherlands_7","BGEMIS0534","otu136",2,3,0.666666666666667,114
