"Country","Site","OTU","n_biosamples_positive","n_pcr_positive","n_pcr_total","mean_p_pcr","min_p_pcr","max_p_pcr","min_pcr_per_pos_biosample","max_pcr_per_pos_biosample","pcr_distribution","total_reads","p_pcr_pooled","pcr_spread_ratio","total_biosamples_at_site","total_pcr_at_site","p_empirical","theta","p_star","p_detect_site","confidence_score","reliability","confidence","Phylum","Class","Order","Family","Genus","Species"
"Denmark","Denmark_1","otu1429",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",21,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu147",1,3,3,1,1,1,3,3,"3",2384,1,1,3,9,0.333333333333333,0.333333333333333,1,0.703703703703704,0.35,"Marginal","Low","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus"
"Denmark","Denmark_1","otu16",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",27,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Chordata","Actinopteri","Blenniiformes","Blenniidae",NA,NA
"Denmark","Denmark_1","otu1638",2,2,6,0.333333333333333,0.333333333333333,0.333333333333333,2,2,"2",280,0.333333333333333,1,3,9,0.222222222222222,0.666666666666667,0.703703703703704,0.850393552623904,0.65,"Unreliable","High","Chordata","Actinopteri","Salmoniformes","Salmonidae","Coregonus",NA
"Denmark","Denmark_1","otu171",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",78,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu172",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",2741,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",NA
"Denmark","Denmark_1","otu176",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",13,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu177",3,9,9,1,1,1,9,9,"9",10877,1,1,3,9,1,1,1,1,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu179",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",11,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu182",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",101,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu183",2,4,6,0.666666666666667,0.333333333333333,1,4,4,"4",53296,0.666666666666667,1,3,9,0.444444444444444,0.666666666666667,0.962962962962963,0.954107793715577,0.65,"Marginal","High",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1834",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",226,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu190",2,4,6,0.666666666666667,0.333333333333333,1,4,4,"4",1852,0.666666666666667,1,3,9,0.444444444444444,0.666666666666667,0.962962962962963,0.954107793715577,0.65,"Marginal","High","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber scombrus"
"Denmark","Denmark_1","otu195",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",804,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae",NA,NA
"Denmark","Denmark_1","otu1953",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",189,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu2",2,3,6,0.5,0.333333333333333,0.666666666666667,3,3,"3",177,0.5,1,3,9,0.333333333333333,0.666666666666667,0.875,0.927662037037037,0.65,"Marginal","High",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu209",2,3,6,0.5,0.333333333333333,0.666666666666667,3,3,"3",13946,0.5,1,3,9,0.333333333333333,0.666666666666667,0.875,0.927662037037037,0.65,"Marginal","High","Chordata","Actinopteri","Perciformes","Cottidae","Taurulus","Taurulus bubalis"
"Denmark","Denmark_1","otu212",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",482,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Chordata","Actinopteri","Perciformes","Percidae",NA,NA
"Denmark","Denmark_1","otu2158",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",131,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu2192",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",150,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu22",3,8,9,0.888888888888889,0.666666666666667,1,8,8,"8",17388,0.888888888888889,1,3,9,0.888888888888889,1,0.998628257887517,0.999999997418825,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu2293",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",125,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Lentibacter",NA
"Denmark","Denmark_1","otu2319",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",129,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu2442",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",99,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Lentibacter",NA
"Denmark","Denmark_1","otu26",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",24,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu262",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",38,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu2633",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",85,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Aestuarium",NA
"Denmark","Denmark_1","otu2659",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",80,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio crassostreae"
"Denmark","Denmark_1","otu28",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",63,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu287",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",78,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu2984",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",60,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu3090",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",53,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas ulvae"
"Denmark","Denmark_1","otu32",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",124,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu3277",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",20,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu3414",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",44,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu348",3,7,9,0.777777777777778,0.666666666666667,1,7,7,"7",17526,0.777777777777778,1,3,9,0.777777777777778,1,0.989026063100137,0.999998678438507,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu35",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",41,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu37",3,5,9,0.555555555555556,0.333333333333333,1,5,5,"5",9090,0.555555555555556,1,3,9,0.555555555555556,1,0.912208504801097,0.999323360515401,0.9,"Reliable","Very high","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris"
"Denmark","Denmark_1","otu3721",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",33,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu375",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",568,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Chordata","Actinopteri","Gadiformes","Gadidae",NA,NA
"Denmark","Denmark_1","otu3797",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",30,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu3840",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",31,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas",NA
"Denmark","Denmark_1","otu387",1,3,3,1,1,1,3,3,"3",14689,1,1,3,9,0.333333333333333,0.333333333333333,1,0.703703703703704,0.35,"Marginal","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu3892",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",28,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu41",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",15,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Annelida","Polychaeta",NA,"Chaetopteridae","Chaetopterus","Chaetopterus variopedatus"
"Denmark","Denmark_1","otu4256",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",24,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu4257",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",28,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"Denmark","Denmark_1","otu447",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",681,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA
"Denmark","Denmark_1","otu4556",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",18,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu4557",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",18,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu47",3,7,9,0.777777777777778,0.333333333333333,1,7,7,"7",5780,0.777777777777778,1,3,9,0.777777777777778,1,0.989026063100137,0.999998678438507,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu584",2,2,6,0.333333333333333,0.333333333333333,0.333333333333333,2,2,"2",68,0.333333333333333,1,3,9,0.222222222222222,0.666666666666667,0.703703703703704,0.850393552623904,0.65,"Unreliable","High","Annelida","Polychaeta","Phyllodocida","Nereididae",NA,NA
"Denmark","Denmark_1","otu6",2,4,6,0.666666666666667,0.666666666666667,0.666666666666667,4,4,"4",2271,0.666666666666667,1,3,9,0.444444444444444,0.666666666666667,0.962962962962963,0.954107793715577,0.65,"Marginal","High","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens"
"Denmark","Denmark_1","otu61",2,6,6,1,1,1,6,6,"6",15020,1,1,3,9,0.666666666666667,0.666666666666667,1,0.962962962962963,0.65,"Reliable","High","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens"
"Denmark","Denmark_1","otu650",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",60,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu66",2,3,6,0.5,0.333333333333333,0.666666666666667,3,3,"3",455,0.5,1,3,9,0.333333333333333,0.666666666666667,0.875,0.927662037037037,0.65,"Marginal","High","Chordata","Actinopteri",NA,"Moronidae","Dicentrarchus","Dicentrarchus labrax"
"Denmark","Denmark_1","otu673",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",251,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Chordata","Actinopteri","Gobiiformes","Gobiidae","Aphia","Aphia minuta"
"Denmark","Denmark_1","otu7",3,8,9,0.888888888888889,0.666666666666667,1,8,8,"8",12114,0.888888888888889,1,3,9,0.888888888888889,1,0.998628257887517,0.999999997418825,1,"Reliable","Very high","Chordata","Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus"
"Denmark","Denmark_1","otu709",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",46,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu73",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",647,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus microps"
"Denmark","Denmark_1","otu771",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",838,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus typhle"
"Denmark","Denmark_1","otu78",3,9,9,1,1,1,9,9,"9",20024,1,1,3,9,1,1,1,1,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu81",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",3762,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Mollusca","Gastropoda",NA,"Plakobranchidae","Elysia","Elysia viridis"
"Denmark","Denmark_1","otu9",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",57,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu903",1,3,3,1,1,1,3,3,"3",1183,1,1,3,9,0.333333333333333,0.333333333333333,1,0.703703703703704,0.35,"Marginal","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_2","otu1035",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",295,0.333333333333333,1,2,6,0.166666666666667,0.5,0.703703703703704,0.579903978052126,0.1,"Unreliable","Single detection - verify","Chordata","Actinopteri","Perciformes","Gasterosteidae","Pungitius",NA
"Denmark","Denmark_2","otu1290",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",43,0.333333333333333,1,2,6,0.166666666666667,0.5,0.703703703703704,0.579903978052126,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_2","otu13",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",14,0.666666666666667,1,2,6,0.333333333333333,0.5,0.962962962962963,0.731138545953361,0.25,"Unreliable","Low","Mollusca","Gastropoda","Cephalaspidea",NA,NA,NA
"Denmark","Denmark_2","otu134",1,3,3,1,1,1,3,3,"3",44,1,1,2,6,0.5,0.5,1,0.75,0.35,"Marginal","Low","Arthropoda","Thecostraca","Balanomorpha","Balanidae",NA,NA
"Denmark","Denmark_2","otu137",2,4,6,0.666666666666667,0.666666666666667,0.666666666666667,4,4,"4",926,0.666666666666667,1,2,6,0.666666666666667,1,0.962962962962963,0.998628257887517,0.9,"Reliable","High","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus"
"Denmark","Denmark_2","otu138",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",451,0.666666666666667,1,2,6,0.333333333333333,0.5,0.962962962962963,0.731138545953361,0.25,"Unreliable","Low","Bryozoa","Gymnolaemata","Ctenostomatida","Alcyonidiidae","Alcyonidioides","Alcyonidioides mytili"
"Denmark","Denmark_2","otu141",2,4,6,0.666666666666667,0.333333333333333,1,4,4,"4",2788,0.666666666666667,1,2,6,0.666666666666667,1,0.962962962962963,0.998628257887517,0.9,"Reliable","High","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger"
"Denmark","Denmark_2","otu1429",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",51,0.333333333333333,1,2,6,0.166666666666667,0.5,0.703703703703704,0.579903978052126,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_2","otu147",2,3,6,0.5,0.333333333333333,0.666666666666667,3,3,"3",1503,0.5,1,2,6,0.5,1,0.875,0.984375,0.9,"Reliable","High","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus"
"Denmark","Denmark_2","otu16",1,3,3,1,1,1,3,3,"3",17,1,1,2,6,0.5,0.5,1,0.75,0.35,"Marginal","Low","Chordata","Actinopteri","Blenniiformes","Blenniidae",NA,NA
"Denmark","Denmark_2","otu171",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",62,0.666666666666667,1,2,6,0.333333333333333,0.5,0.962962962962963,0.731138545953361,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_2","otu172",2,3,6,0.5,0.333333333333333,0.666666666666667,3,3,"3",1925,0.5,1,2,6,0.5,1,0.875,0.984375,0.9,"Reliable","High","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",NA
"Denmark","Denmark_2","otu177",2,6,6,1,1,1,6,6,"6",1943,1,1,2,6,1,1,1,1,1,"Reliable","High",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_2","otu183",2,3,6,0.5,0.333333333333333,0.666666666666667,3,3,"3",249,0.5,1,2,6,0.5,1,0.875,0.984375,0.9,"Reliable","High",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_2","otu186",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",18,0.666666666666667,1,2,6,0.333333333333333,0.5,0.962962962962963,0.731138545953361,0.25,"Unreliable","Low","Echinodermata","Echinoidea","Camarodonta","Echinidae","Paracentrotus","Paracentrotus lividus"
"Denmark","Denmark_2","otu2",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",108,0.666666666666667,1,2,6,0.333333333333333,0.5,0.962962962962963,0.731138545953361,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_2","otu202",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",205,0.333333333333333,1,2,6,0.166666666666667,0.5,0.703703703703704,0.579903978052126,0.1,"Unreliable","Single detection - verify","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus minutus"
"Denmark","Denmark_2","otu2027",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",145,0.333333333333333,1,2,6,0.166666666666667,0.5,0.703703703703704,0.579903978052126,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
