"Species","AphiaID","isMarine","isBrackish","isFreshwater","isTerrestrial","is_non_marine"
"Metacylis joergenseni",NA,NA,NA,NA,NA,NA
"Spirorbis spirorbis",131237,TRUE,NA,NA,FALSE,FALSE
"Canuella perplexa",115723,TRUE,FALSE,FALSE,FALSE,FALSE
"Chaetoceros diversus",157431,TRUE,NA,NA,FALSE,FALSE
"Bacteriastrum elegans",418486,TRUE,NA,NA,FALSE,FALSE
"Chelonaplysilla erecta",132300,TRUE,FALSE,FALSE,FALSE,FALSE
"Fragilidium mexicanum",573696,TRUE,NA,NA,FALSE,FALSE
"Amphitritides gracilis",131480,TRUE,FALSE,FALSE,FALSE,FALSE
"Poecilochaetus serpens",130711,TRUE,FALSE,FALSE,FALSE,FALSE
"Paraplanocera oligoglena",483655,TRUE,NA,NA,NA,FALSE
"Tintinnopsis everta",427414,TRUE,FALSE,FALSE,FALSE,FALSE
"Molgula occidentalis",103790,TRUE,NA,FALSE,FALSE,FALSE
"Amphidinium fijiensis",NA,NA,NA,NA,NA,NA
"Chaetoceros brevis",149291,TRUE,NA,NA,FALSE,FALSE
"Nitzschia amabilis",577636,TRUE,NA,NA,NA,FALSE
"Apokeronopsis sinica",NA,NA,NA,NA,NA,NA
"Hatschekia pagrosomi",352192,TRUE,FALSE,FALSE,FALSE,FALSE
"Tenuicylindrus belgicus",NA,NA,NA,NA,NA,NA
"Acetabularia acetabulum",494795,TRUE,NA,NA,NA,FALSE
"Chaetoceros contortus",149623,TRUE,NA,NA,FALSE,FALSE
"Turbanella cornuta",114692,TRUE,TRUE,FALSE,FALSE,FALSE
"Alitta succinea",234850,TRUE,TRUE,TRUE,FALSE,FALSE
"Spermatozopsis similis",NA,NA,NA,NA,NA,NA
"Parvocaulis parvulus",376334,TRUE,NA,NA,NA,FALSE
"Peyssonnelia rosenvingei",374814,TRUE,NA,NA,NA,FALSE
"Spermatozopsis exsultans",NA,NA,NA,NA,NA,NA
"Dolichomacrostomum uniporum",142735,TRUE,NA,NA,NA,FALSE
"Bysmatrum subsalsum",233840,TRUE,NA,FALSE,FALSE,FALSE
"Chroomonas debatzensis",NA,NA,NA,NA,NA,NA
"Salvatoria limbata",195989,TRUE,FALSE,FALSE,FALSE,FALSE
"Nitzschia capitellata",NA,NA,NA,NA,NA,NA
"Rictus lutensis",NA,NA,NA,NA,NA,NA
"Eutima gracilis",117515,TRUE,FALSE,FALSE,FALSE,FALSE
"Enterobius vermicularis",NA,NA,NA,NA,NA,NA
"Selenidium sabellariae",563188,TRUE,FALSE,FALSE,FALSE,FALSE
"Aetea anguina",111062,TRUE,FALSE,FALSE,FALSE,FALSE
"Desmochloris halophila",577660,TRUE,NA,NA,NA,FALSE
"Clytia noliformis",117372,TRUE,FALSE,FALSE,FALSE,FALSE
"Leucosolenia variabilis",132233,TRUE,FALSE,FALSE,FALSE,FALSE
"Peyssonnelia dubyi",145278,TRUE,NA,NA,NA,FALSE
"Olpidiopsis feldmanni",172204,TRUE,NA,NA,NA,FALSE
"Ataxiodinium choanum",632674,TRUE,NA,NA,NA,FALSE
"Eutintinnus pectinis",417214,TRUE,FALSE,FALSE,FALSE,FALSE
"Polysiphonia sertularioides",144666,TRUE,NA,NA,NA,FALSE
"Myrmekioderma granulatum",166018,TRUE,FALSE,FALSE,FALSE,FALSE
"Hyalosira delicatula",573478,TRUE,NA,NA,FALSE,FALSE
"Lophosiphonia teges",1359371,TRUE,NA,NA,NA,FALSE
"Symsagittifera roscoffensis",484585,TRUE,NA,NA,NA,FALSE
"Spongites fruticulosus",145212,TRUE,NA,NA,NA,FALSE
"Prionospio kirrae",331133,TRUE,FALSE,FALSE,FALSE,FALSE
"Thalassiosira gessneri",NA,NA,NA,NA,NA,NA
"Titanoderma pustulatum",145216,TRUE,NA,NA,NA,FALSE
"Turtonia minuta",141875,TRUE,FALSE,FALSE,FALSE,FALSE
"Polysiphonia anomala",373142,TRUE,NA,NA,NA,FALSE
"Tricolia pullus",141700,TRUE,FALSE,FALSE,FALSE,FALSE
"Protomonostroma undulatum",145946,TRUE,NA,NA,NA,FALSE
"Phymatolithon variabile",1737302,TRUE,NA,NA,NA,FALSE
"Proceraea cornuta",131362,TRUE,FALSE,FALSE,FALSE,FALSE
"Amphicorina ascidicola",598903,TRUE,NA,NA,NA,FALSE
"Nitzschia frigida",175400,TRUE,NA,NA,NA,FALSE
"Irvinea ardreana",145849,TRUE,NA,NA,NA,FALSE
"Phymatolithon lamii",145201,TRUE,NA,NA,NA,FALSE
"Aurila disparata",461354,TRUE,NA,FALSE,FALSE,FALSE
"Kirchenpaueria pinnata",117674,TRUE,NA,NA,FALSE,FALSE
"Zoothamnium apoarbuscula",NA,NA,NA,NA,NA,NA
"Nereimyra punctata",130185,TRUE,FALSE,FALSE,FALSE,FALSE
"Pseudocalanus moultoni",157678,TRUE,FALSE,FALSE,FALSE,FALSE
"Chelonemonas dolani",NA,NA,NA,NA,NA,NA
"Eupolymnia nesidensis",131490,TRUE,FALSE,FALSE,FALSE,FALSE
"Cobanocythere japonica",778063,TRUE,NA,FALSE,FALSE,FALSE
"Caloneis amphisbaena",149489,TRUE,TRUE,TRUE,FALSE,FALSE
"Cryptomonas ovata",155554,FALSE,TRUE,TRUE,FALSE,TRUE
"Heteromastus filiformis",129884,TRUE,FALSE,TRUE,FALSE,FALSE
"Halichaetonotus paradoxus",114520,TRUE,FALSE,FALSE,FALSE,FALSE
"Mucochytrium quahogii",NA,NA,NA,NA,NA,NA
"Bacteriastrum mediterraneum",418487,TRUE,NA,NA,FALSE,FALSE
"Enoplolaimus attenuatus",121850,TRUE,NA,NA,NA,FALSE
"Sphaerosyllis pirifera",131392,TRUE,FALSE,FALSE,FALSE,FALSE
"Halecium muricatum",117597,TRUE,FALSE,FALSE,FALSE,FALSE
"Acartia bifilosa",104249,TRUE,FALSE,FALSE,FALSE,FALSE
"Spongoclonium caribaeum",526670,TRUE,NA,NA,NA,FALSE
"Metadesmolaimus aduncus",121569,TRUE,NA,NA,NA,FALSE
"Tintinnopsis dadayi",417147,TRUE,FALSE,FALSE,FALSE,FALSE
"Hyalopale zerofskii",1378158,TRUE,FALSE,FALSE,TRUE,FALSE
"Diurodrilus subterraneus",129996,TRUE,FALSE,FALSE,FALSE,FALSE
"Alsidium seaforthii",650758,TRUE,NA,NA,NA,FALSE
"Spurilla neapolitana",138722,TRUE,NA,NA,NA,FALSE
"Chloroparvula pacifica",1361158,TRUE,NA,NA,NA,FALSE
"Grateloupia turuturu",295880,TRUE,NA,NA,NA,FALSE
"Nucula nitidosa",140589,TRUE,NA,NA,NA,FALSE
"Austrominius modestus",712167,TRUE,NA,NA,NA,FALSE
"Phaeocystis globosa",160538,TRUE,NA,NA,NA,FALSE
"Halichondria panicea",132627,TRUE,FALSE,FALSE,FALSE,FALSE
"Octactis speculum",1310442,TRUE,NA,NA,NA,FALSE
"Scolelepis squamata",131177,TRUE,FALSE,FALSE,FALSE,FALSE
"Parvamoeba rugata",120633,TRUE,NA,NA,NA,FALSE
"Thalassionema nitzschioides",149093,TRUE,NA,TRUE,FALSE,FALSE
"Paracalanus parvus",104685,TRUE,TRUE,FALSE,FALSE,FALSE
"Pseudopolydora paucibranchiata",131168,TRUE,FALSE,TRUE,FALSE,FALSE
"Leuckartiara octona",117791,TRUE,NA,NA,FALSE,FALSE
"Clausocalanus furcatus",104503,TRUE,FALSE,FALSE,FALSE,FALSE
"Synchaeta triophthalma",135066,TRUE,TRUE,NA,NA,FALSE
"Skeletonema potamos",163390,TRUE,FALSE,TRUE,FALSE,FALSE
"Bougainvillia muscus",117328,TRUE,FALSE,FALSE,FALSE,FALSE
"Pseudo-nitzschia pungens",160528,TRUE,NA,NA,FALSE,FALSE
"Verruca stroemia",106257,TRUE,NA,NA,NA,FALSE
"Campanularia hincksii",117364,TRUE,NA,NA,FALSE,FALSE
"Pseudochattonella farcimen",531467,TRUE,NA,NA,NA,FALSE
"Eucampia zodiacus",149131,TRUE,NA,FALSE,FALSE,FALSE
"Pseudo-nitzschia abrensis",832130,TRUE,NA,NA,FALSE,FALSE
"Clausocalanus pergens",104509,TRUE,FALSE,FALSE,FALSE,FALSE
"Malacoceros fuliginosus",131131,TRUE,FALSE,FALSE,FALSE,FALSE
"Tricellaria inopinata",111254,TRUE,FALSE,FALSE,FALSE,FALSE
"Hymeniacidon perlevis",132663,TRUE,FALSE,FALSE,FALSE,FALSE
"Pseudo-nitzschia multistriata",246608,TRUE,NA,NA,FALSE,FALSE
"Oithona similis",106656,TRUE,TRUE,TRUE,FALSE,FALSE
"Jorunna tomentosa",140166,TRUE,NA,NA,NA,FALSE
"Bugula neritina",111158,TRUE,FALSE,FALSE,FALSE,FALSE
"Pelagomonas calceolata",345504,TRUE,NA,NA,NA,FALSE
"Magelona johnstoni",130269,TRUE,FALSE,FALSE,FALSE,FALSE
"Sundstroemia setigera",1590706,TRUE,NA,NA,NA,FALSE
"Coscinodiscus granii",149271,TRUE,NA,NA,FALSE,FALSE
"Eulalia ornata",130632,TRUE,FALSE,FALSE,FALSE,FALSE
"Ascidia ahodori",249965,TRUE,NA,FALSE,FALSE,FALSE
"Bathycoccus prasinos",345459,TRUE,NA,NA,NA,FALSE
"Trieres chinensis",NA,NA,NA,NA,NA,NA
"Asterionellopsis lenisilicea",NA,NA,NA,NA,NA,NA
"Zygomolgus dentatus",362388,TRUE,FALSE,FALSE,FALSE,FALSE
"Ditylum brightwellii",149023,TRUE,NA,NA,FALSE,FALSE
"Haliclona cinerea",231816,TRUE,FALSE,FALSE,FALSE,FALSE
"Thalassiosira pseudonana",148934,TRUE,FALSE,TRUE,FALSE,FALSE
"Sulcospira paludiformis",NA,NA,NA,NA,NA,NA
"Amphibalanus improvisus",421139,TRUE,NA,NA,NA,FALSE
"Phoronis hippocrepia",128548,TRUE,TRUE,NA,NA,FALSE
"Triconia minuta",128960,TRUE,FALSE,FALSE,FALSE,FALSE
"Sabellaria alveolata",130866,TRUE,FALSE,FALSE,FALSE,FALSE
"Favorinus branchialis",139940,TRUE,NA,NA,NA,FALSE
"Micromonas pusilla",134564,TRUE,NA,NA,NA,FALSE
"Bombus terrestris",NA,NA,NA,NA,NA,NA
"Hydrobius fuscipes",NA,NA,NA,NA,NA,NA
"Chthamalus montagui",106230,TRUE,NA,NA,NA,FALSE
"Ectocarpus fasciculatus",145404,TRUE,NA,NA,NA,FALSE
"Leucocryptos marina",119077,TRUE,NA,NA,NA,FALSE
"Subadyte pellucida",130833,TRUE,FALSE,FALSE,FALSE,FALSE
"Metridium senile",100982,TRUE,NA,NA,FALSE,FALSE
"Cladosporium sphaerospermum",1415544,TRUE,NA,NA,NA,FALSE
"Nephtys hombergii",130359,TRUE,FALSE,FALSE,FALSE,FALSE
"Chaetoceros socialis",149123,TRUE,NA,NA,FALSE,FALSE
"Prionospio fallax",131157,TRUE,FALSE,FALSE,FALSE,FALSE
"Rocellaria dubia",505249,TRUE,NA,FALSE,FALSE,FALSE
"Ectopsocus briggsi",NA,NA,NA,NA,NA,NA
"Mastocarpus stellatus",145650,TRUE,NA,NA,NA,FALSE
"Guinardia delicatula",149112,TRUE,NA,NA,FALSE,FALSE
"Stephanopyxis turris",149631,TRUE,NA,NA,FALSE,FALSE
"Thalassiosira nordenskioeldii",148931,TRUE,FALSE,FALSE,FALSE,FALSE
"Paralemanea annulata",NA,NA,NA,NA,NA,NA
"Navicula avium",1288239,TRUE,NA,FALSE,FALSE,FALSE
"Trithemis kirbyi",NA,NA,NA,NA,NA,NA
"Paracalanus quasimodo",354162,TRUE,FALSE,FALSE,FALSE,FALSE
"Sabellaria spinulosa",130867,TRUE,FALSE,FALSE,FALSE,FALSE
"Nitzschia longissima",149150,TRUE,FALSE,TRUE,FALSE,FALSE
"Cobitis atlantica",NA,NA,NA,NA,NA,NA
"Pseudostephanoeca paucicostata",NA,NA,NA,NA,NA,NA
"Hubrechtella dubia",122607,TRUE,NA,NA,NA,FALSE
"Pseudochattonella verruculosa",531446,TRUE,NA,NA,NA,FALSE
"Thalassiosira rotula",148942,TRUE,FALSE,TRUE,FALSE,FALSE
"Cephalothrix rufifrons",122599,TRUE,NA,NA,NA,FALSE
"Oithona nana",106651,TRUE,TRUE,TRUE,FALSE,FALSE
"Paramoeba pemaquidensis",120624,TRUE,NA,NA,NA,FALSE
"Spio decorata",152314,TRUE,FALSE,FALSE,FALSE,FALSE
"Lanice conchilega",131495,TRUE,FALSE,FALSE,FALSE,FALSE
"Sagartiogeton laceratus",100999,TRUE,NA,NA,FALSE,FALSE
"Pseudo-nitzschia plurisecta",832129,TRUE,NA,NA,FALSE,FALSE
"Eucheilota maculata",117535,TRUE,NA,TRUE,FALSE,FALSE
"Teleaulax amphioxeia",106306,TRUE,NA,NA,NA,FALSE
"Akera bullata",138734,TRUE,NA,NA,NA,FALSE
"Skeletonema menzelii",376361,TRUE,NA,NA,FALSE,FALSE
"Clausocalanus paululus",104508,TRUE,FALSE,FALSE,FALSE,FALSE
"Paracalanus indicus",104683,TRUE,FALSE,FALSE,FALSE,FALSE
"Skeletonema pseudocostatum",375916,TRUE,NA,NA,FALSE,FALSE
"Aureococcus anophagefferens",375699,TRUE,NA,NA,NA,FALSE
"Pylaiella washingtoniensis",373984,TRUE,NA,NA,NA,FALSE
"Pleopis polyphemoides",247981,TRUE,TRUE,FALSE,FALSE,FALSE
"Rhodotorula mucilaginosa",987149,TRUE,NA,NA,TRUE,FALSE
"Clava multicornis",117426,TRUE,TRUE,FALSE,FALSE,FALSE
"Tenellia adspersa",141639,TRUE,TRUE,FALSE,FALSE,FALSE
"Oscarella balibaloi",564911,TRUE,FALSE,FALSE,FALSE,FALSE
"Melosira varians",NA,NA,NA,NA,NA,NA
"Bittium reticulatum",139054,TRUE,NA,FALSE,FALSE,FALSE
"Perforatus perforatus",535477,TRUE,NA,NA,NA,FALSE
"Mactra stultorum",140299,TRUE,NA,NA,NA,FALSE
"Seinura italiensis",NA,NA,NA,NA,NA,NA
"Amphilectus fucorum",150225,TRUE,FALSE,FALSE,FALSE,FALSE
"Discostella angainor",NA,NA,NA,NA,NA,NA
"Pseudo-nitzschia americana",478556,TRUE,NA,NA,FALSE,FALSE
"Cyclostephanos dubius",NA,NA,NA,NA,NA,NA
"Phoronis pallida",128551,TRUE,NA,NA,NA,FALSE
"Thalassiosira punctigera",148936,TRUE,NA,NA,FALSE,FALSE
"Jassa marmorata",102433,TRUE,FALSE,FALSE,FALSE,FALSE
"Eunereis longissima",130375,TRUE,FALSE,FALSE,FALSE,FALSE
"Filobasidium floriforme",NA,NA,NA,NA,NA,NA
"Neanthes nubila",334102,TRUE,FALSE,FALSE,FALSE,FALSE
"Thalestris longimana",116619,TRUE,FALSE,FALSE,FALSE,FALSE
"Paracartia grani",104264,TRUE,FALSE,FALSE,FALSE,FALSE
"Chiton olivaceus",1377264,TRUE,NA,NA,NA,FALSE
"Eumida sanguinea",130644,TRUE,FALSE,FALSE,FALSE,FALSE
"Heliconoides inflatus",605965,TRUE,FALSE,FALSE,FALSE,FALSE
"Dynamena pumila",117888,TRUE,FALSE,FALSE,FALSE,FALSE
"Chaetoceros tenuissimus",156623,TRUE,NA,NA,FALSE,FALSE
"Clione limacina",139178,TRUE,NA,NA,NA,FALSE
"Nannochloropsis limnetica",NA,NA,NA,NA,NA,NA
"Acartia margalefi",104258,TRUE,FALSE,FALSE,FALSE,FALSE
"Acartia longiremis",104257,TRUE,FALSE,FALSE,FALSE,FALSE
"Pseudo-nitzschia delicatissima",149153,TRUE,NA,NA,FALSE,FALSE
"Acartia hudsonica",157664,TRUE,FALSE,FALSE,FALSE,FALSE
"Bifurcaria bifurcata",145503,TRUE,NA,NA,NA,FALSE
"Thalassiosira profunda",577742,TRUE,FALSE,FALSE,FALSE,FALSE
"Trichogloeopsis pedicellata",145766,TRUE,NA,NA,NA,FALSE
"Lithodesmium undulatum",149322,TRUE,NA,NA,FALSE,FALSE
"Aglantha digitale",117849,TRUE,NA,FALSE,FALSE,FALSE
"Phyllodoce madeirensis",130677,TRUE,FALSE,FALSE,FALSE,FALSE
"Oncaea scottodicarloi",128950,TRUE,FALSE,FALSE,FALSE,FALSE
"Synchaeta baltica",135047,TRUE,TRUE,NA,NA,FALSE
"Tachidius discipes",157725,TRUE,TRUE,FALSE,FALSE,FALSE
"Asterionellopsis thurstonii",1669590,TRUE,NA,NA,NA,FALSE
"Steromphala cineraria",1039839,TRUE,NA,NA,NA,FALSE
"Paracalanus nanus",104684,TRUE,FALSE,FALSE,FALSE,FALSE
"Cauloramphus magnus",469300,TRUE,FALSE,FALSE,FALSE,FALSE
"Patella rustica",140683,TRUE,NA,NA,NA,FALSE
"Myrianida edwarsi",238194,TRUE,FALSE,FALSE,FALSE,FALSE
"Centropages hamatus",104496,TRUE,FALSE,FALSE,FALSE,FALSE
"Amphiura chiajei",125073,TRUE,FALSE,FALSE,FALSE,FALSE
"Branchiomma boholense",130877,TRUE,NA,NA,NA,FALSE
"Ophiocten affinis",124850,TRUE,FALSE,FALSE,FALSE,FALSE
"Oithona plumifera",106652,TRUE,TRUE,TRUE,FALSE,FALSE
"Navicula ramosissima",149643,TRUE,NA,NA,NA,FALSE
"Skeletonema dohrnii",489112,TRUE,NA,NA,FALSE,FALSE
"Temora stylifera",104879,TRUE,FALSE,FALSE,FALSE,FALSE
"Metriocnemus albolineatus",NA,NA,NA,NA,NA,NA
"Electra pilosa",1789435,TRUE,FALSE,FALSE,FALSE,FALSE
"Orthopyxis everta",117392,TRUE,NA,NA,FALSE,FALSE
"Ophiura albida",124913,TRUE,TRUE,FALSE,FALSE,FALSE
"Mnemiopsis leidyi",106401,TRUE,TRUE,FALSE,FALSE,FALSE
"Podocorynoides minima",284874,TRUE,FALSE,FALSE,FALSE,FALSE
"Attheya longicornis",464444,TRUE,NA,FALSE,FALSE,FALSE
"Pseudopolydora floridensis",598854,TRUE,TRUE,FALSE,FALSE,FALSE
"Dodecaceria concharum",129967,TRUE,FALSE,FALSE,FALSE,FALSE
"Ophiocomina nigra",125027,TRUE,FALSE,FALSE,FALSE,FALSE
"Schizoporella japonica",470388,TRUE,FALSE,FALSE,FALSE,FALSE
"Bryocladia subtilissima",NA,NA,NA,NA,NA,NA
"Hypogymnia vittata",NA,NA,NA,NA,NA,NA
"Stypopodium schimperi",145391,TRUE,NA,NA,NA,FALSE
"Pholoe baltica",130599,TRUE,FALSE,FALSE,FALSE,FALSE
"Philine denticulata",140750,TRUE,FALSE,FALSE,FALSE,FALSE
"Calocalanus minutus",346221,TRUE,FALSE,FALSE,FALSE,FALSE
"Dasya collinsiana",374974,TRUE,NA,NA,NA,FALSE
"Podosira stelligera",149060,TRUE,NA,NA,FALSE,FALSE
"Parasagitta setosa",105443,TRUE,FALSE,FALSE,FALSE,FALSE
"Dictyosiphon ekmanii",145321,TRUE,NA,NA,NA,FALSE
"Ahnfeltia plicata",144422,TRUE,NA,NA,NA,FALSE
"Polycera quadrilineata",140838,TRUE,NA,NA,NA,FALSE
"Brissopsis lyrifera",124373,TRUE,FALSE,FALSE,FALSE,FALSE
"Agalma elegans",135484,TRUE,FALSE,FALSE,FALSE,FALSE
"Xylophaga dorsalis",141976,TRUE,NA,FALSE,FALSE,FALSE
"Clausocalanus lividus",104505,TRUE,FALSE,FALSE,FALSE,FALSE
"Jania pedunculata",501657,TRUE,NA,NA,NA,FALSE
"Pseudo-nitzschia pseudodelicatissima",156548,TRUE,NA,NA,FALSE,FALSE
"Clanculus cruciatus",141772,TRUE,NA,NA,NA,FALSE
"Fibrocapsa japonica",233761,TRUE,NA,NA,NA,FALSE
"Clausocalanus arcuicornis",104502,TRUE,FALSE,FALSE,FALSE,FALSE
"Calma gobioophaga",181241,TRUE,NA,NA,NA,FALSE
"Eurytemora affinis",104872,TRUE,TRUE,FALSE,FALSE,FALSE
"Nannocalanus minor",104469,TRUE,FALSE,FALSE,FALSE,FALSE
"Naineris setosa",334062,TRUE,FALSE,FALSE,FALSE,FALSE
"Pseudo-nitzschia cuspidata",370512,TRUE,NA,NA,FALSE,FALSE
"Zanclea giancarloi",231662,TRUE,FALSE,FALSE,FALSE,FALSE
"Aglaura hemistoma",117851,TRUE,FALSE,FALSE,FALSE,FALSE
"Leiochone leiopygos",559007,TRUE,NA,NA,NA,FALSE
"Aurelia coerulea",292506,TRUE,FALSE,FALSE,FALSE,FALSE
"Nanomia bijuga",135495,TRUE,FALSE,FALSE,FALSE,FALSE
"Doto cervicenigra",139628,TRUE,NA,NA,NA,FALSE
"Pseudevadne tergestina",106278,TRUE,FALSE,FALSE,FALSE,FALSE
"Guinardia striata",149113,TRUE,NA,NA,FALSE,FALSE
"Penilia avirostris",106272,TRUE,TRUE,TRUE,FALSE,FALSE
"Watersipora subtorquata",111592,TRUE,FALSE,FALSE,FALSE,FALSE
"Haminoea orteai",140077,TRUE,NA,NA,NA,FALSE
"Polydora cornuta",131143,TRUE,FALSE,FALSE,FALSE,FALSE
"Nototeredo knoxi",420994,TRUE,NA,NA,NA,FALSE
"Clytia gracilis",117367,TRUE,FALSE,FALSE,FALSE,FALSE
"Oltmannsiellopsis viridis",526636,TRUE,NA,NA,NA,FALSE
"Chondracanthus acicularis",145623,TRUE,NA,NA,NA,FALSE
"Laurencia microcladia",144825,TRUE,NA,NA,NA,FALSE
"Pandeopsis ikarii",288354,TRUE,NA,NA,FALSE,FALSE
"Tethya citrina",134312,TRUE,FALSE,FALSE,FALSE,FALSE
"Syllis crassicirrata",852359,TRUE,FALSE,FALSE,FALSE,FALSE
"Chamelea striatula",141908,TRUE,NA,NA,NA,FALSE
"Bigelowiella natans",376277,TRUE,NA,NA,NA,FALSE
"Caecum trachea",138957,TRUE,FALSE,FALSE,FALSE,FALSE
"Ectopleura wrighti",117986,TRUE,NA,NA,FALSE,FALSE
"Aulacoseira ambigua",NA,NA,NA,NA,NA,NA
"Dendrodoa grossularia",103882,TRUE,NA,FALSE,FALSE,FALSE
"Nemopsis bachei",117348,TRUE,TRUE,NA,FALSE,FALSE
"Dendropoma petraeum",141938,TRUE,FALSE,FALSE,FALSE,FALSE
"Scolelepis mesnili",131176,TRUE,FALSE,FALSE,FALSE,FALSE
"Marenzelleria neglecta",181523,TRUE,FALSE,TRUE,FALSE,FALSE
"Gelidium vagum",372129,TRUE,NA,NA,NA,FALSE
"Acrochaetium catenulatum",144334,TRUE,NA,NA,NA,FALSE
"Xantho poressa",107442,TRUE,FALSE,FALSE,FALSE,FALSE
"Gelidium crinale",145580,TRUE,NA,NA,NA,FALSE
"Terebella lapidaria",131542,TRUE,FALSE,FALSE,FALSE,FALSE
"Centropages ponticus",104498,TRUE,FALSE,FALSE,FALSE,FALSE
"Vannella simplex",120663,TRUE,NA,TRUE,NA,FALSE
"Holothuria sanctori",241357,TRUE,FALSE,FALSE,FALSE,FALSE
"Amphiura filiformis",125080,TRUE,FALSE,FALSE,FALSE,FALSE
"Synchaeta vorax",135067,TRUE,TRUE,NA,NA,FALSE
"Amphinema rugosum",117781,TRUE,NA,NA,FALSE,FALSE
"Oncaea waldemari",360846,TRUE,FALSE,FALSE,FALSE,FALSE
"Sphyraena viridensis",127069,TRUE,FALSE,FALSE,FALSE,FALSE
"Hemiselmis andersenii",623449,TRUE,NA,NA,NA,FALSE
"Phorbas bihamiger",169314,TRUE,FALSE,FALSE,FALSE,FALSE
"Cordylophora caspia",117428,FALSE,TRUE,TRUE,FALSE,TRUE
"Trieres regia",839996,TRUE,NA,NA,NA,FALSE
"Skeletonema japonicum",376666,TRUE,NA,NA,FALSE,FALSE
"Neobrightwellia alternans",NA,NA,NA,NA,NA,NA
"Chattonella marina",233780,TRUE,NA,NA,NA,FALSE
"Celleporella hyalina",111397,TRUE,FALSE,FALSE,FALSE,FALSE
"Pterocladiella melanoidea",145600,TRUE,NA,NA,NA,FALSE
"Jassa pusilla",102437,TRUE,FALSE,FALSE,FALSE,FALSE
"Pseudonereis anomala",130421,TRUE,FALSE,FALSE,FALSE,FALSE
"Actinostella flosculifera",289355,TRUE,NA,NA,FALSE,FALSE
"Odontella aurita",149050,TRUE,NA,NA,FALSE,FALSE
"Gastroclonium reflexum",145811,TRUE,NA,NA,NA,FALSE
"Clausocalanus mastigophorus",104506,TRUE,FALSE,FALSE,FALSE,FALSE
"Oncaea mediterranea",128939,TRUE,FALSE,FALSE,FALSE,FALSE
"Acanthonyx lunulatus",107312,TRUE,FALSE,FALSE,FALSE,FALSE
"Nemalecium lighti",290449,TRUE,FALSE,FALSE,FALSE,FALSE
"Herposiphonia secunda",214222,TRUE,NA,NA,NA,FALSE
"Liagora nesophila",1369788,TRUE,NA,NA,NA,FALSE
"Palisada tenerrima",834118,TRUE,NA,NA,NA,FALSE
"Haminella solitaria",1342053,TRUE,NA,FALSE,FALSE,FALSE
"Herposiphonia pecten-veneris",373128,TRUE,NA,NA,NA,FALSE
"Cornularia cornucopiae",125423,TRUE,NA,FALSE,FALSE,FALSE
"Harpacticus flexus",116168,TRUE,FALSE,FALSE,FALSE,FALSE
"Gloiocallis dendroidea",840185,TRUE,NA,NA,NA,FALSE
"Spermatochnus paradoxus",145008,TRUE,NA,NA,NA,FALSE
"Microcosmus squamiger",236666,TRUE,NA,FALSE,FALSE,FALSE
"Lophocladia trichoclados",144836,TRUE,NA,NA,NA,FALSE
"Onoba semicostata",141320,TRUE,FALSE,FALSE,FALSE,FALSE
"Dictyosiphon foeniculaceus",145322,TRUE,TRUE,NA,NA,FALSE
"Eurythoe complanata",129829,TRUE,FALSE,FALSE,FALSE,FALSE
"Solmundella bitentaculata",117267,TRUE,FALSE,FALSE,FALSE,FALSE
"Myrianida pachycera",334043,TRUE,FALSE,FALSE,FALSE,FALSE
"Mulinia lateralis",156870,TRUE,NA,NA,NA,FALSE
"Tausonia pullulans",NA,NA,NA,NA,NA,NA
"Crematogaster scutellaris",NA,NA,NA,NA,NA,NA
"Corambe obscura",139407,TRUE,NA,NA,NA,FALSE
"Loensia variegata",NA,NA,NA,NA,NA,NA
"Jujubinus gravinae",141808,TRUE,NA,NA,NA,FALSE
"Nemastoma dichotomum",145642,TRUE,NA,NA,NA,FALSE
"Glycera fallax",336908,TRUE,FALSE,FALSE,FALSE,FALSE
"Nephtys assimilis",130353,TRUE,FALSE,FALSE,FALSE,FALSE
"Laccobius striatulus",NA,NA,NA,NA,NA,NA
"Biuve fulvipunctata",1055233,TRUE,FALSE,FALSE,FALSE,FALSE
"Anteaeolidiella lurana",730437,TRUE,FALSE,FALSE,FALSE,FALSE
"Nitophyllum punctatum",144770,TRUE,NA,NA,NA,FALSE
"Edmundsella pedata",1047602,TRUE,NA,NA,NA,FALSE
"Eumida fauchaldi",1591960,TRUE,FALSE,FALSE,FALSE,FALSE
"Lissodendoryx carolinensis",192322,TRUE,FALSE,FALSE,FALSE,FALSE
"Eumida merope",564487,TRUE,NA,NA,NA,FALSE
"Pista colini",1339816,TRUE,FALSE,FALSE,FALSE,FALSE
"Phylo foetida",130528,TRUE,FALSE,FALSE,FALSE,FALSE
"Tedania ignis",404078,TRUE,FALSE,FALSE,FALSE,FALSE
"Liagora viscida",145764,TRUE,NA,NA,NA,FALSE
"Peyssonnelia rubra",145287,TRUE,NA,NA,NA,FALSE
"Helminthocladia australis",213783,TRUE,NA,NA,NA,FALSE
"Kapraunia schneideri",1346787,TRUE,NA,NA,NA,FALSE
"Herposiphonia akidoglossa",214217,TRUE,NA,NA,NA,FALSE
"Holothuria mammata",732359,TRUE,FALSE,FALSE,FALSE,FALSE
"Halopteris diaphana",117632,TRUE,FALSE,FALSE,FALSE,FALSE
"Ahnfeltia borealis",707829,TRUE,NA,NA,NA,FALSE
"Duvaucelia manicata",1473657,TRUE,FALSE,FALSE,FALSE,FALSE
