"Country","Site","OTU","n_biosamples_positive","n_pcr_positive","n_pcr_total","mean_p_pcr","min_p_pcr","max_p_pcr","min_pcr_per_pos_biosample","max_pcr_per_pos_biosample","pcr_distribution","total_reads","p_pcr_pooled","pcr_spread_ratio","total_biosamples_at_site","total_pcr_at_site","p_empirical","theta","p_star","p_detect_site","confidence_score","reliability","confidence","Phylum","Class","Order","Family","Genus","Species"
"Denmark","Denmark_1","otu1",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",124,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas",NA
"Denmark","Denmark_1","otu101",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",499,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia","Aurelia aurita"
"Denmark","Denmark_1","otu102",3,8,9,0.888888888888889,0.666666666666667,1,8,8,"8",3106,0.888888888888889,1,3,9,0.888888888888889,1,0.998628257887517,0.999999997418825,1,"Reliable","Very high","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Gonothyraea","Gonothyraea loveni"
"Denmark","Denmark_1","otu10313",1,3,3,1,1,1,3,3,"3",500,1,1,3,9,0.333333333333333,0.333333333333333,1,0.703703703703704,0.35,"Marginal","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu10350",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",384,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low","Mollusca","Bivalvia","Nuculida","Nuculidae","Nucula","Nucula nitidosa"
"Denmark","Denmark_1","otu1044",1,3,3,1,1,1,3,3,"3",6418,1,1,3,9,0.333333333333333,0.333333333333333,1,0.703703703703704,0.35,"Marginal","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu10536",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",331,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu10562",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",500,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu10598",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",316,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1081",3,8,9,0.888888888888889,0.666666666666667,1,8,8,"8",3402,0.888888888888889,1,3,9,0.888888888888889,1,0.998628257887517,0.999999997418825,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1088",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",193,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Bacillariophyta","Mediophyceae",NA,NA,NA,NA
"Denmark","Denmark_1","otu109",3,6,9,0.666666666666667,0.333333333333333,1,6,6,"6",897,0.666666666666667,1,3,9,0.666666666666667,1,0.962962962962963,0.999949194736575,0.9,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1092",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",88,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Discosea",NA,"Himatismenida",NA,"Parvamoeba","Parvamoeba rugata"
"Denmark","Denmark_1","otu11",1,3,3,1,1,1,3,3,"3",1425,1,1,3,9,0.333333333333333,0.333333333333333,1,0.703703703703704,0.35,"Marginal","Low","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","Paracalanus parvus"
"Denmark","Denmark_1","otu11206",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",293,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1128",3,9,9,1,1,1,9,9,"9",2861,1,1,3,9,1,1,1,1,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu113",3,8,9,0.888888888888889,0.666666666666667,1,8,8,"8",1492,0.888888888888889,1,3,9,0.888888888888889,1,0.998628257887517,0.999999997418825,1,"Reliable","Very high","Haptophyta",NA,"Isochrysidales","Noelaerhabdaceae",NA,NA
"Denmark","Denmark_1","otu114",3,7,9,0.777777777777778,0.333333333333333,1,7,7,"7",2207,0.777777777777778,1,3,9,0.777777777777778,1,0.989026063100137,0.999998678438507,1,"Reliable","Very high","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales",NA,NA,NA
"Denmark","Denmark_1","otu11425",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",83,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu11436",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",409,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu11557",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",536,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae",NA,NA
"Denmark","Denmark_1","otu11892",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",400,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"Denmark","Denmark_1","otu119",3,8,9,0.888888888888889,0.666666666666667,1,8,8,"8",2818,0.888888888888889,1,3,9,0.888888888888889,1,0.998628257887517,0.999999997418825,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu11917",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",173,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"Denmark","Denmark_1","otu120",3,9,9,1,1,1,9,9,"9",8406,1,1,3,9,1,1,1,1,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1200",1,3,3,1,1,1,3,3,"3",8410,1,1,3,9,0.333333333333333,0.333333333333333,1,0.703703703703704,0.35,"Marginal","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu12155",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",235,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu12191",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",332,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu12377",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",379,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1244",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",52,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Oomycota","Peronosporomycetes","Pythiales",NA,NA,NA
"Denmark","Denmark_1","otu12464",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",120,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu12506",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",58,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Oomycota",NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu12508",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",198,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","Rhynchosporium",NA
"Denmark","Denmark_1","otu1282",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",46,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,"Eustigmatophyceae","Eustigmatales","Monodopsidaceae","Nannochloropsis","Nannochloropsis limnetica"
"Denmark","Denmark_1","otu12840",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",92,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu129",3,9,9,1,1,1,9,9,"9",6501,1,1,3,9,1,1,1,1,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1312",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",445,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1329",3,8,9,0.888888888888889,0.666666666666667,1,8,8,"8",2537,0.888888888888889,1,3,9,0.888888888888889,1,0.998628257887517,0.999999997418825,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1330",3,9,9,1,1,1,9,9,"9",20251,1,1,3,9,1,1,1,1,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu13316",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",47,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae",NA,NA
"Denmark","Denmark_1","otu13438",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",187,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu135",3,9,9,1,1,1,9,9,"9",70670,1,1,3,9,1,1,1,1,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1355",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",126,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,"Eustigmatophyceae","Eustigmatales","Monodopsidaceae",NA,NA
"Denmark","Denmark_1","otu13566",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",51,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu13666",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",157,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu13676",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",233,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1370",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",64,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Bacillariophyta","Fragilariophyceae","Fragilariales",NA,NA,NA
"Denmark","Denmark_1","otu1387",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",96,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu140",3,9,9,1,1,1,9,9,"9",16477,1,1,3,9,1,1,1,1,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu14133",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",278,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Oomycota","Saprolegniomycetes","Saprolegniales","Achlyaceae",NA,NA
"Denmark","Denmark_1","otu1440",2,3,6,0.5,0.333333333333333,0.666666666666667,3,3,"3",454,0.5,1,3,9,0.333333333333333,0.666666666666667,0.875,0.927662037037037,0.65,"Marginal","High",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1443",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",796,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low","Oomycota","Saprolegniomycetes","Saprolegniales",NA,NA,NA
"Denmark","Denmark_1","otu1444",3,4,9,0.444444444444444,0.333333333333333,0.666666666666667,4,4,"4",1115,0.444444444444444,1,3,9,0.444444444444444,1,0.828532235939643,0.994958642984935,0.9,"Reliable","High",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1457",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",46,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu14642",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",141,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu147",3,9,9,1,1,1,9,9,"9",28517,1,1,3,9,1,1,1,1,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu148",3,9,9,1,1,1,9,9,"9",5567,1,1,3,9,1,1,1,1,1,"Reliable","Very high",NA,"Dictyochophyceae","Florenciellales",NA,"Pseudochattonella","Pseudochattonella farcimen"
"Denmark","Denmark_1","otu14897",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",49,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu15",2,6,6,1,1,1,6,6,"6",5243,1,1,3,9,0.666666666666667,0.666666666666667,1,0.962962962962963,0.65,"Reliable","High",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1501",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",347,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu15042",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",204,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu153",3,7,9,0.777777777777778,0.333333333333333,1,7,7,"7",1650,0.777777777777778,1,3,9,0.777777777777778,1,0.989026063100137,0.999998678438507,1,"Reliable","Very high","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales",NA,NA,NA
"Denmark","Denmark_1","otu154",3,3,9,0.333333333333333,0.333333333333333,0.333333333333333,3,3,"3",1443,0.333333333333333,1,3,9,0.333333333333333,1,0.703703703703704,0.973987705126251,0.9,"Reliable","High","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae",NA,NA
"Denmark","Denmark_1","otu15681",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",198,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia pullulans"
"Denmark","Denmark_1","otu1579",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",87,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1591",3,7,9,0.777777777777778,0.333333333333333,1,7,7,"7",1653,0.777777777777778,1,3,9,0.777777777777778,1,0.989026063100137,0.999998678438507,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu16036",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",261,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu16215",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",168,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu164",3,8,9,0.888888888888889,0.666666666666667,1,8,8,"8",1519,0.888888888888889,1,3,9,0.888888888888889,1,0.998628257887517,0.999999997418825,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1640",3,4,9,0.444444444444444,0.333333333333333,0.666666666666667,4,4,"4",880,0.444444444444444,1,3,9,0.444444444444444,1,0.828532235939643,0.994958642984935,0.9,"Reliable","High","Mollusca","Gastropoda",NA,"Pachychilidae",NA,NA
"Denmark","Denmark_1","otu1644",3,7,9,0.777777777777778,0.333333333333333,1,7,7,"7",1730,0.777777777777778,1,3,9,0.777777777777778,1,0.989026063100137,0.999998678438507,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1658",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",155,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1688",3,9,9,1,1,1,9,9,"9",7240,1,1,3,9,1,1,1,1,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1689",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",444,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu16922",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",68,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu16931",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",61,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu16979",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",78,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu16996",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",181,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1718",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",345,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1721",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",197,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu174",3,7,9,0.777777777777778,0.333333333333333,1,7,7,"7",1954,0.777777777777778,1,3,9,0.777777777777778,1,0.989026063100137,0.999998678438507,1,"Reliable","Very high",NA,"Raphidophyceae","Chattonellales","Chattonellaceae","Fibrocapsa","Fibrocapsa japonica"
"Denmark","Denmark_1","otu1759",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",116,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu177",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",291,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu17731",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",168,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu17970",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",175,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu18030",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",55,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1812",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",118,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Oomycota","Peronosporomycetes","Pythiales",NA,NA,NA
"Denmark","Denmark_1","otu18469",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",171,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu18621",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",170,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu18629",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",78,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Ascomycota",NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu187",3,8,9,0.888888888888889,0.666666666666667,1,8,8,"8",1396,0.888888888888889,1,3,9,0.888888888888889,1,0.998628257887517,0.999999997418825,1,"Reliable","Very high",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu18871",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",175,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1902",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",53,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu1933",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",326,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu19524",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",144,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu19805",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",125,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify","Bacillariophyta","Mediophyceae","Biddulphiales",NA,NA,NA
"Denmark","Denmark_1","otu20",3,9,9,1,1,1,9,9,"9",34743,1,1,3,9,1,1,1,1,1,"Reliable","Very high","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"Denmark","Denmark_1","otu2036",3,4,9,0.444444444444444,0.333333333333333,0.666666666666667,4,4,"4",635,0.444444444444444,1,3,9,0.444444444444444,1,0.828532235939643,0.994958642984935,0.9,"Reliable","High",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu2047",1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,2,2,"2",268,0.666666666666667,1,3,9,0.222222222222222,0.333333333333333,0.962962962962963,0.686936085096934,0.25,"Unreliable","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu2058",1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"1",324,0.333333333333333,1,3,9,0.111111111111111,0.333333333333333,0.703703703703704,0.551543821421381,0.1,"Unreliable","Single detection - verify",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu2066",1,3,3,1,1,1,3,3,"3",4066,1,1,3,9,0.333333333333333,0.333333333333333,1,0.703703703703704,0.35,"Marginal","Low",NA,NA,NA,NA,NA,NA
"Denmark","Denmark_1","otu2103",2,6,6,1,1,1,6,6,"6",1827,1,1,3,9,0.666666666666667,0.666666666666667,1,0.962962962962963,0.65,"Reliable","High","Bacillariophyta","Coscinodiscophyceae",NA,NA,NA,NA
