"Country","Site","BioSample","OTU","n_pcr_positive","n_pcr_total","p_pcr","total_reads"
"Netherlands","Netherlands_4","BGEMIS0504","otu4936",1,2,0.5,14
"Netherlands","Netherlands_4","BGEMIS0504","otu4937",1,2,0.5,14
"Netherlands","Netherlands_4","BGEMIS0504","otu4938",1,2,0.5,14
"Netherlands","Netherlands_4","BGEMIS0504","otu5345",1,2,0.5,11
"Netherlands","Netherlands_4","BGEMIS0504","otu5346",1,2,0.5,11
"Netherlands","Netherlands_4","BGEMIS0504","otu5521",1,2,0.5,10
"Netherlands","Netherlands_4","BGEMIS0504","otu5722",1,2,0.5,9
"Netherlands","Netherlands_4","BGEMIS0504","otu5723",1,2,0.5,9
"Netherlands","Netherlands_4","BGEMIS0504","otu5983",1,2,0.5,8
"Netherlands","Netherlands_4","BGEMIS0504","otu5984",1,2,0.5,10
"Netherlands","Netherlands_4","BGEMIS0504","otu5985",1,2,0.5,8
"Netherlands","Netherlands_4","BGEMIS0505","otu126",1,3,0.333333333333333,161
"Netherlands","Netherlands_4","BGEMIS0505","otu134",3,3,1,503
"Netherlands","Netherlands_4","BGEMIS0505","otu1413",3,3,1,440
"Netherlands","Netherlands_4","BGEMIS0505","otu22",2,3,0.666666666666667,234
"Netherlands","Netherlands_4","BGEMIS0505","otu221",3,3,1,2888
"Netherlands","Netherlands_4","BGEMIS0505","otu226",3,3,1,943
"Netherlands","Netherlands_4","BGEMIS0505","otu270",1,3,0.333333333333333,50
"Netherlands","Netherlands_4","BGEMIS0505","otu285",3,3,1,23789
"Netherlands","Netherlands_4","BGEMIS0505","otu326",1,3,0.333333333333333,23
"Netherlands","Netherlands_4","BGEMIS0505","otu400",3,3,1,1268
"Netherlands","Netherlands_4","BGEMIS0505","otu42",3,3,1,1274
"Netherlands","Netherlands_4","BGEMIS0505","otu478",2,3,0.666666666666667,33
"Netherlands","Netherlands_4","BGEMIS0505","otu6",1,3,0.333333333333333,221
"Netherlands","Netherlands_4","BGEMIS0505","otu1197",3,3,1,398
"Netherlands","Netherlands_4","BGEMIS0505","otu1506",1,3,0.333333333333333,88
"Netherlands","Netherlands_4","BGEMIS0505","otu2438",1,3,0.333333333333333,51
"Netherlands","Netherlands_4","BGEMIS0505","otu799",3,3,1,1442
"Netherlands","Netherlands_4","BGEMIS0505","otu433",1,3,0.333333333333333,102
"Netherlands","Netherlands_4","BGEMIS0505","otu2787",1,3,0.333333333333333,73
"Netherlands","Netherlands_4","BGEMIS0505","otu3273",1,3,0.333333333333333,58
"Netherlands","Netherlands_4","BGEMIS0505","otu4939",1,3,0.333333333333333,14
"Netherlands","Netherlands_4","BGEMIS0505","otu4940",1,3,0.333333333333333,14
"Netherlands","Netherlands_4","BGEMIS0506","otu1156",1,3,0.333333333333333,40
"Netherlands","Netherlands_4","BGEMIS0506","otu126",3,3,1,121
"Netherlands","Netherlands_4","BGEMIS0506","otu137",2,3,0.666666666666667,302
"Netherlands","Netherlands_4","BGEMIS0506","otu141",1,3,0.333333333333333,298
"Netherlands","Netherlands_4","BGEMIS0506","otu163",3,3,1,684
"Netherlands","Netherlands_4","BGEMIS0506","otu22",1,3,0.333333333333333,27
"Netherlands","Netherlands_4","BGEMIS0506","otu221",3,3,1,690
"Netherlands","Netherlands_4","BGEMIS0506","otu23",2,3,0.666666666666667,77
"Netherlands","Netherlands_4","BGEMIS0506","otu259",1,3,0.333333333333333,108
"Netherlands","Netherlands_4","BGEMIS0506","otu26",1,3,0.333333333333333,11
"Netherlands","Netherlands_4","BGEMIS0506","otu263",1,3,0.333333333333333,84
"Netherlands","Netherlands_4","BGEMIS0506","otu30",1,3,0.333333333333333,7
"Netherlands","Netherlands_4","BGEMIS0506","otu326",1,3,0.333333333333333,12
"Netherlands","Netherlands_4","BGEMIS0506","otu4",1,3,0.333333333333333,50
"Netherlands","Netherlands_4","BGEMIS0506","otu400",3,3,1,1599
"Netherlands","Netherlands_4","BGEMIS0506","otu42",3,3,1,2859
"Netherlands","Netherlands_4","BGEMIS0506","otu442",1,3,0.333333333333333,27
"Netherlands","Netherlands_4","BGEMIS0506","otu482",1,3,0.333333333333333,20
"Netherlands","Netherlands_4","BGEMIS0506","otu7",2,3,0.666666666666667,42
"Netherlands","Netherlands_4","BGEMIS0506","otu71",3,3,1,19549
"Netherlands","Netherlands_4","BGEMIS0506","otu78",3,3,1,408
"Netherlands","Netherlands_4","BGEMIS0506","otu95",1,3,0.333333333333333,119
"Netherlands","Netherlands_4","BGEMIS0506","otu201",3,3,1,375
"Netherlands","Netherlands_4","BGEMIS0506","otu115",2,3,0.666666666666667,513
"Netherlands","Netherlands_4","BGEMIS0506","otu1197",3,3,1,68
"Netherlands","Netherlands_4","BGEMIS0506","otu138",1,3,0.333333333333333,68
"Netherlands","Netherlands_4","BGEMIS0506","otu27",1,3,0.333333333333333,24
"Netherlands","Netherlands_4","BGEMIS0506","otu96",1,3,0.333333333333333,12
"Netherlands","Netherlands_4","BGEMIS0506","otu3214",1,3,0.333333333333333,11
"Netherlands","Netherlands_4","BGEMIS0506","otu4823",1,3,0.333333333333333,15
"Netherlands","Netherlands_4","BGEMIS0506","otu2262",3,3,1,114
"Netherlands","Netherlands_4","BGEMIS0506","otu3297",1,3,0.333333333333333,15
"Netherlands","Netherlands_4","BGEMIS0506","otu3389",1,3,0.333333333333333,21
"Netherlands","Netherlands_4","BGEMIS0506","otu4051",1,3,0.333333333333333,25
"Netherlands","Netherlands_7","BGEMIS0534","otu134",3,3,1,675
"Netherlands","Netherlands_7","BGEMIS0534","otu137",3,3,1,7656
"Netherlands","Netherlands_7","BGEMIS0534","otu147",3,3,1,551
"Netherlands","Netherlands_7","BGEMIS0534","otu163",3,3,1,3459
"Netherlands","Netherlands_7","BGEMIS0534","otu195",2,3,0.666666666666667,410
"Netherlands","Netherlands_7","BGEMIS0534","otu20",3,3,1,1671
"Netherlands","Netherlands_7","BGEMIS0534","otu263",1,3,0.333333333333333,119
"Netherlands","Netherlands_7","BGEMIS0534","otu4",3,3,1,2974
"Netherlands","Netherlands_7","BGEMIS0534","otu400",1,3,0.333333333333333,57
"Netherlands","Netherlands_7","BGEMIS0534","otu66",1,3,0.333333333333333,179
"Netherlands","Netherlands_7","BGEMIS0534","otu7",3,3,1,26564
"Netherlands","Netherlands_7","BGEMIS0534","otu212",3,3,1,10218
"Netherlands","Netherlands_7","BGEMIS0534","otu375",1,3,0.333333333333333,49
"Netherlands","Netherlands_7","BGEMIS0534","otu516",1,3,0.333333333333333,91
"Netherlands","Netherlands_7","BGEMIS0534","otu584",3,3,1,154
"Netherlands","Netherlands_7","BGEMIS0534","otu1535",1,3,0.333333333333333,50
"Netherlands","Netherlands_7","BGEMIS0534","otu17",3,3,1,14668
"Netherlands","Netherlands_7","BGEMIS0534","otu235",3,3,1,5595
"Netherlands","Netherlands_7","BGEMIS0534","otu301",3,3,1,948
"Netherlands","Netherlands_7","BGEMIS0534","otu407",3,3,1,1420
"Netherlands","Netherlands_7","BGEMIS0534","otu480",3,3,1,4091
"Netherlands","Netherlands_7","BGEMIS0534","otu208",2,3,0.666666666666667,442
"Netherlands","Netherlands_7","BGEMIS0534","otu638",2,3,0.666666666666667,273
"Netherlands","Netherlands_7","BGEMIS0534","otu653",3,3,1,535
"Netherlands","Netherlands_7","BGEMIS0534","otu80",3,3,1,936
"Netherlands","Netherlands_7","BGEMIS0534","otu807",3,3,1,287
"Netherlands","Netherlands_7","BGEMIS0534","otu2833",1,3,0.333333333333333,59
"Netherlands","Netherlands_7","BGEMIS0534","otu1103",1,3,0.333333333333333,44
"Netherlands","Netherlands_7","BGEMIS0534","otu1356",3,3,1,583
"Netherlands","Netherlands_7","BGEMIS0534","otu1410",3,3,1,283
"Netherlands","Netherlands_7","BGEMIS0534","otu1534",1,3,0.333333333333333,41
"Netherlands","Netherlands_7","BGEMIS0534","otu203",3,3,1,969
"Netherlands","Netherlands_7","BGEMIS0534","otu279",3,3,1,342
"Netherlands","Netherlands_7","BGEMIS0534","otu3085",1,3,0.333333333333333,36
"Netherlands","Netherlands_7","BGEMIS0534","otu413",1,3,0.333333333333333,75
"Netherlands","Netherlands_7","BGEMIS0534","otu552",3,3,1,350
"Netherlands","Netherlands_7","BGEMIS0534","otu654",2,3,0.666666666666667,278
"Netherlands","Netherlands_7","BGEMIS0534","otu3623",1,3,0.333333333333333,41
"Netherlands","Netherlands_7","BGEMIS0535","otu107",2,3,0.666666666666667,701
"Netherlands","Netherlands_7","BGEMIS0535","otu134",1,3,0.333333333333333,61
"Netherlands","Netherlands_7","BGEMIS0535","otu137",3,3,1,12385
"Netherlands","Netherlands_7","BGEMIS0535","otu147",2,3,0.666666666666667,306
"Netherlands","Netherlands_7","BGEMIS0535","otu163",3,3,1,7035
"Netherlands","Netherlands_7","BGEMIS0535","otu195",3,3,1,1194
"Netherlands","Netherlands_7","BGEMIS0535","otu20",3,3,1,1823
"Netherlands","Netherlands_7","BGEMIS0535","otu4",1,3,0.333333333333333,452
"Netherlands","Netherlands_7","BGEMIS0535","otu66",1,3,0.333333333333333,418
"Netherlands","Netherlands_7","BGEMIS0535","otu7",3,3,1,114937
"Netherlands","Netherlands_7","BGEMIS0535","otu73",3,3,1,718
"Netherlands","Netherlands_7","BGEMIS0535","otu212",3,3,1,2305
"Netherlands","Netherlands_7","BGEMIS0535","otu17",3,3,1,17826
"Netherlands","Netherlands_7","BGEMIS0535","otu235",3,3,1,4285
"Netherlands","Netherlands_7","BGEMIS0535","otu301",1,3,0.333333333333333,108
"Netherlands","Netherlands_7","BGEMIS0535","otu407",3,3,1,1399
"Netherlands","Netherlands_7","BGEMIS0535","otu208",3,3,1,1523
"Netherlands","Netherlands_7","BGEMIS0535","otu638",1,3,0.333333333333333,361
"Netherlands","Netherlands_7","BGEMIS0535","otu653",3,3,1,275
"Netherlands","Netherlands_7","BGEMIS0535","otu807",3,3,1,569
"Netherlands","Netherlands_7","BGEMIS0535","otu1353",1,3,0.333333333333333,72
"Netherlands","Netherlands_7","BGEMIS0535","otu1410",2,3,0.666666666666667,360
"Netherlands","Netherlands_7","BGEMIS0535","otu203",3,3,1,3295
"Netherlands","Netherlands_7","BGEMIS0535","otu279",1,3,0.333333333333333,93
"Netherlands","Netherlands_7","BGEMIS0535","otu413",1,3,0.333333333333333,64
"Netherlands","Netherlands_7","BGEMIS0535","otu481",3,3,1,351
"Netherlands","Netherlands_7","BGEMIS0535","otu552",2,3,0.666666666666667,320
"Netherlands","Netherlands_7","BGEMIS0535","otu654",1,3,0.333333333333333,78
"Netherlands","Netherlands_7","BGEMIS0535","otu1070",1,3,0.333333333333333,141
"Netherlands","Netherlands_7","BGEMIS0536","otu107",2,3,0.666666666666667,1833
"Netherlands","Netherlands_7","BGEMIS0536","otu134",1,3,0.333333333333333,102
"Netherlands","Netherlands_7","BGEMIS0536","otu137",3,3,1,6374
"Netherlands","Netherlands_7","BGEMIS0536","otu163",3,3,1,7780
"Netherlands","Netherlands_7","BGEMIS0536","otu20",2,3,0.666666666666667,1234
"Netherlands","Netherlands_7","BGEMIS0536","otu4",1,3,0.333333333333333,401
"Netherlands","Netherlands_7","BGEMIS0536","otu6",1,3,0.333333333333333,153
"Netherlands","Netherlands_7","BGEMIS0536","otu7",3,3,1,144602
"Netherlands","Netherlands_7","BGEMIS0536","otu212",1,3,0.333333333333333,571
"Netherlands","Netherlands_7","BGEMIS0536","otu1518",1,3,0.333333333333333,448
"Netherlands","Netherlands_7","BGEMIS0536","otu17",3,3,1,12388
"Netherlands","Netherlands_7","BGEMIS0536","otu235",3,3,1,4286
"Netherlands","Netherlands_7","BGEMIS0536","otu301",2,3,0.666666666666667,1578
"Netherlands","Netherlands_7","BGEMIS0536","otu407",3,3,1,1795
"Netherlands","Netherlands_7","BGEMIS0536","otu446",1,3,0.333333333333333,885
"Netherlands","Netherlands_7","BGEMIS0536","otu480",3,3,1,1532
"Netherlands","Netherlands_7","BGEMIS0536","otu208",2,3,0.666666666666667,1773
"Netherlands","Netherlands_7","BGEMIS0536","otu653",3,3,1,570
"Netherlands","Netherlands_7","BGEMIS0536","otu807",1,3,0.333333333333333,165
"Netherlands","Netherlands_7","BGEMIS0536","otu203",1,3,0.333333333333333,695
"Netherlands","Netherlands_7","BGEMIS0536","otu2406",1,3,0.333333333333333,111
"Netherlands","Netherlands_7","BGEMIS0536","otu279",1,3,0.333333333333333,303
"Netherlands","Netherlands_7","BGEMIS0536","otu413",2,3,0.666666666666667,367
"Netherlands","Netherlands_7","BGEMIS0536","otu552",1,3,0.333333333333333,116
"Netherlands","Netherlands_7","BGEMIS0536","otu639",2,3,0.666666666666667,190
"Netherlands","Netherlands_7","BGEMIS0536","otu972",1,3,0.333333333333333,202
"Netherlands","Netherlands_7","BGEMIS0536","otu2949",1,3,0.333333333333333,66
"Netherlands","Netherlands_5","BGEMIS0539","otu126",3,3,1,157
"Netherlands","Netherlands_5","BGEMIS0539","otu134",3,3,1,123
"Netherlands","Netherlands_5","BGEMIS0539","otu137",3,3,1,1004
"Netherlands","Netherlands_5","BGEMIS0539","otu147",1,3,0.333333333333333,82
"Netherlands","Netherlands_5","BGEMIS0539","otu163",1,3,0.333333333333333,551
"Netherlands","Netherlands_5","BGEMIS0539","otu176",1,3,0.333333333333333,13
"Netherlands","Netherlands_5","BGEMIS0539","otu195",3,3,1,333
"Netherlands","Netherlands_5","BGEMIS0539","otu20",3,3,1,762
"Netherlands","Netherlands_5","BGEMIS0539","otu22",2,3,0.666666666666667,52
"Netherlands","Netherlands_5","BGEMIS0539","otu263",1,3,0.333333333333333,13
"Netherlands","Netherlands_5","BGEMIS0539","otu30",1,3,0.333333333333333,11
"Netherlands","Netherlands_5","BGEMIS0539","otu36",1,3,0.333333333333333,10
"Netherlands","Netherlands_5","BGEMIS0539","otu4",2,3,0.666666666666667,397
"Netherlands","Netherlands_5","BGEMIS0539","otu453",1,3,0.333333333333333,43
"Netherlands","Netherlands_5","BGEMIS0539","otu6",1,3,0.333333333333333,16
"Netherlands","Netherlands_5","BGEMIS0539","otu65",2,3,0.666666666666667,70
"Netherlands","Netherlands_5","BGEMIS0539","otu66",3,3,1,785
"Netherlands","Netherlands_5","BGEMIS0539","otu7",3,3,1,4575
"Netherlands","Netherlands_5","BGEMIS0539","otu81",1,3,0.333333333333333,15
"Netherlands","Netherlands_5","BGEMIS0539","otu988",2,3,0.666666666666667,49
"Netherlands","Netherlands_5","BGEMIS0539","otu201",3,3,1,1691
"Netherlands","Netherlands_5","BGEMIS0539","otu212",2,3,0.666666666666667,73
"Netherlands","Netherlands_5","BGEMIS0539","otu294",1,3,0.333333333333333,12
"Netherlands","Netherlands_5","BGEMIS0539","otu56",1,3,0.333333333333333,18
"Netherlands","Netherlands_5","BGEMIS0539","otu17",3,3,1,7673
"Netherlands","Netherlands_5","BGEMIS0539","otu170",1,3,0.333333333333333,10
"Netherlands","Netherlands_5","BGEMIS0539","otu235",3,3,1,121
"Netherlands","Netherlands_5","BGEMIS0539","otu301",3,3,1,3546
"Netherlands","Netherlands_5","BGEMIS0539","otu407",3,3,1,167
"Netherlands","Netherlands_5","BGEMIS0539","otu429",1,3,0.333333333333333,65
"Netherlands","Netherlands_5","BGEMIS0539","otu480",1,3,0.333333333333333,16
"Netherlands","Netherlands_5","BGEMIS0539","otu541",1,3,0.333333333333333,26
"Netherlands","Netherlands_5","BGEMIS0539","otu208",1,3,0.333333333333333,64
"Netherlands","Netherlands_5","BGEMIS0539","otu254",3,3,1,1665
"Netherlands","Netherlands_5","BGEMIS0539","otu638",1,3,0.333333333333333,54
"Netherlands","Netherlands_5","BGEMIS0539","otu653",2,3,0.666666666666667,47
"Netherlands","Netherlands_5","BGEMIS0539","otu1038",1,3,0.333333333333333,32
"Netherlands","Netherlands_5","BGEMIS0539","otu80",2,3,0.666666666666667,41
"Netherlands","Netherlands_5","BGEMIS0539","otu807",3,3,1,244
"Netherlands","Netherlands_5","BGEMIS0539","otu2686",1,3,0.333333333333333,16
"Netherlands","Netherlands_5","BGEMIS0539","otu1000",1,3,0.333333333333333,34
"Netherlands","Netherlands_5","BGEMIS0539","otu1302",1,3,0.333333333333333,8
"Netherlands","Netherlands_5","BGEMIS0539","otu1410",3,3,1,533
"Netherlands","Netherlands_5","BGEMIS0539","otu1510",1,3,0.333333333333333,12
"Netherlands","Netherlands_5","BGEMIS0539","otu1534",1,3,0.333333333333333,12
"Netherlands","Netherlands_5","BGEMIS0539","otu1648",1,3,0.333333333333333,56
"Netherlands","Netherlands_5","BGEMIS0539","otu1839",3,3,1,240
"Netherlands","Netherlands_5","BGEMIS0539","otu1982",1,3,0.333333333333333,10
"Netherlands","Netherlands_5","BGEMIS0539","otu203",3,3,1,635
"Netherlands","Netherlands_5","BGEMIS0539","otu279",3,3,1,174
"Netherlands","Netherlands_5","BGEMIS0539","otu310",2,3,0.666666666666667,86
"Netherlands","Netherlands_5","BGEMIS0539","otu3941",1,3,0.333333333333333,27
"Netherlands","Netherlands_5","BGEMIS0539","otu413",3,3,1,107
"Netherlands","Netherlands_5","BGEMIS0539","otu4388",1,3,0.333333333333333,22
"Netherlands","Netherlands_5","BGEMIS0539","otu602",1,3,0.333333333333333,46
"Netherlands","Netherlands_5","BGEMIS0539","otu633",1,3,0.333333333333333,18
"Netherlands","Netherlands_5","BGEMIS0539","otu732",2,3,0.666666666666667,72
"Netherlands","Netherlands_5","BGEMIS0539","otu2805",1,3,0.333333333333333,61
"Netherlands","Netherlands_5","BGEMIS0539","otu4636",1,3,0.333333333333333,17
"Netherlands","Netherlands_5","BGEMIS0539","otu777",1,3,0.333333333333333,9
"Netherlands","Netherlands_5","BGEMIS0539","otu1800",1,3,0.333333333333333,97
"Netherlands","Netherlands_5","BGEMIS0539","otu5352",1,3,0.333333333333333,11
"Netherlands","Netherlands_5","BGEMIS0540","otu126",3,3,1,492
"Netherlands","Netherlands_5","BGEMIS0540","otu134",2,3,0.666666666666667,101
"Netherlands","Netherlands_5","BGEMIS0540","otu137",2,3,0.666666666666667,789
"Netherlands","Netherlands_5","BGEMIS0540","otu147",1,3,0.333333333333333,63
"Netherlands","Netherlands_5","BGEMIS0540","otu190",1,3,0.333333333333333,112
"Netherlands","Netherlands_5","BGEMIS0540","otu195",2,3,0.666666666666667,360
"Netherlands","Netherlands_5","BGEMIS0540","otu20",3,3,1,1063
"Netherlands","Netherlands_5","BGEMIS0540","otu22",1,3,0.333333333333333,33
"Netherlands","Netherlands_5","BGEMIS0540","otu263",1,3,0.333333333333333,119
"Netherlands","Netherlands_5","BGEMIS0540","otu285",1,3,0.333333333333333,26
"Netherlands","Netherlands_5","BGEMIS0540","otu326",1,3,0.333333333333333,20
"Netherlands","Netherlands_5","BGEMIS0540","otu348",1,3,0.333333333333333,27
"Netherlands","Netherlands_5","BGEMIS0540","otu4",1,3,0.333333333333333,190
"Netherlands","Netherlands_5","BGEMIS0540","otu453",1,3,0.333333333333333,42
"Netherlands","Netherlands_5","BGEMIS0540","otu6",2,3,0.666666666666667,290
"Netherlands","Netherlands_5","BGEMIS0540","otu66",3,3,1,1663
"Netherlands","Netherlands_5","BGEMIS0540","otu7",3,3,1,5594
"Netherlands","Netherlands_5","BGEMIS0540","otu71",1,3,0.333333333333333,46
"Netherlands","Netherlands_5","BGEMIS0540","otu72",1,3,0.333333333333333,17
"Netherlands","Netherlands_5","BGEMIS0540","otu78",3,3,1,473
"Netherlands","Netherlands_5","BGEMIS0540","otu988",1,3,0.333333333333333,30
"Netherlands","Netherlands_5","BGEMIS0540","otu1901",1,3,0.333333333333333,119
"Netherlands","Netherlands_5","BGEMIS0540","otu201",1,3,0.333333333333333,63
"Netherlands","Netherlands_5","BGEMIS0540","otu212",3,3,1,601
"Netherlands","Netherlands_5","BGEMIS0540","otu584",3,3,1,467
"Netherlands","Netherlands_5","BGEMIS0540","otu17",3,3,1,9335
"Netherlands","Netherlands_5","BGEMIS0540","otu235",3,3,1,231
"Netherlands","Netherlands_5","BGEMIS0540","otu301",3,3,1,2657
"Netherlands","Netherlands_5","BGEMIS0540","otu407",2,3,0.666666666666667,120
"Netherlands","Netherlands_5","BGEMIS0540","otu429",2,3,0.666666666666667,122
"Netherlands","Netherlands_5","BGEMIS0540","otu446",1,3,0.333333333333333,230
"Netherlands","Netherlands_5","BGEMIS0540","otu480",1,3,0.333333333333333,18
"Netherlands","Netherlands_5","BGEMIS0540","otu541",2,3,0.666666666666667,82
"Netherlands","Netherlands_5","BGEMIS0540","otu807",3,3,1,268
"Netherlands","Netherlands_5","BGEMIS0540","otu1000",1,3,0.333333333333333,56
"Netherlands","Netherlands_5","BGEMIS0540","otu1103",1,3,0.333333333333333,18
"Netherlands","Netherlands_5","BGEMIS0540","otu1262",1,3,0.333333333333333,143
"Netherlands","Netherlands_5","BGEMIS0540","otu1410",3,3,1,311
"Netherlands","Netherlands_5","BGEMIS0540","otu1648",1,3,0.333333333333333,34
"Netherlands","Netherlands_5","BGEMIS0540","otu203",1,3,0.333333333333333,164
"Netherlands","Netherlands_5","BGEMIS0540","otu2197",1,3,0.333333333333333,43
"Netherlands","Netherlands_5","BGEMIS0540","otu2330",1,3,0.333333333333333,28
"Netherlands","Netherlands_5","BGEMIS0540","otu264",1,3,0.333333333333333,19
"Netherlands","Netherlands_5","BGEMIS0540","otu279",1,3,0.333333333333333,20
"Netherlands","Netherlands_5","BGEMIS0540","otu310",2,3,0.666666666666667,55
"Netherlands","Netherlands_5","BGEMIS0540","otu413",1,3,0.333333333333333,35
"Netherlands","Netherlands_5","BGEMIS0540","otu588",1,3,0.333333333333333,37
"Netherlands","Netherlands_5","BGEMIS0540","otu633",1,3,0.333333333333333,20
"Netherlands","Netherlands_5","BGEMIS0540","otu732",1,3,0.333333333333333,168
"Netherlands","Netherlands_5","BGEMIS0540","otu1070",1,3,0.333333333333333,204
"Netherlands","Netherlands_5","BGEMIS0540","otu1087",1,3,0.333333333333333,45
"Netherlands","Netherlands_5","BGEMIS0540","otu2865",1,3,0.333333333333333,18
"Netherlands","Netherlands_5","BGEMIS0540","otu4540",1,3,0.333333333333333,18
"Netherlands","Netherlands_5","BGEMIS0541","otu134",3,3,1,161
"Netherlands","Netherlands_5","BGEMIS0541","otu137",2,3,0.666666666666667,618
"Netherlands","Netherlands_5","BGEMIS0541","otu1403",1,3,0.333333333333333,38
"Netherlands","Netherlands_5","BGEMIS0541","otu163",1,3,0.333333333333333,222
"Netherlands","Netherlands_5","BGEMIS0541","otu195",1,3,0.333333333333333,744
"Netherlands","Netherlands_5","BGEMIS0541","otu20",3,3,1,1566
"Netherlands","Netherlands_5","BGEMIS0541","otu22",1,3,0.333333333333333,36
"Netherlands","Netherlands_5","BGEMIS0541","otu28",2,3,0.666666666666667,43
"Netherlands","Netherlands_5","BGEMIS0541","otu3",1,3,0.333333333333333,117
"Netherlands","Netherlands_5","BGEMIS0541","otu30",1,3,0.333333333333333,16
"Netherlands","Netherlands_5","BGEMIS0541","otu356",1,3,0.333333333333333,31
"Netherlands","Netherlands_5","BGEMIS0541","otu453",1,3,0.333333333333333,118
